الكلمة الأصلية	الجذر	المصدر	النوع
نتكلم	كلم	تكلم	فعل
يتكلم	كلم	تكلم	فعل
يتكلمون	كلم	تكلم	فعل
يكلمه	كلم	كلم	فعل
يكلمهم	كلم	كلم	فعل
يكلمنا	كلم	كلم	فعل
ويكلم	كلم	كلم	فعل
وكم	كم	كم	أداة
أكملت	كمل	أكمل	فعل
كاملة	كمل	كامل	اسم
كاملين	كمل	كامل	اسم
ولتكملوا	كمل	أكمل	فعل
أكمامها	كمم	كم	اسم
الأكمام	كمم	كم	اسم
الأكمه	كمه	أكمه	اسم
لكنود	كند	كنود	اسم
تكنزون	كنز	كنز	فعل
الكنوز	كنز	كنز	اسم
وكنوز	كنز	كنز	اسم
كنز	كنز	كنز	اسم
كنزهما	كنز	كنز	اسم
كنزتم	كنز	كنز	فعل
يكنزون	كنز	كنز	فعل
الكنس	كنس	كنس	اسم
أكنة	كنن	كنان	اسم
أكنانا	كنن	كنّ	اسم
أكننتم	كنن	أكنّ	فعل
مكنون	كنن	مكنون	اسم
المكنون	كنن	مكنون	اسم
تكن	كنن	كان	فعل
الكهف	كهف	كهف	اسم
كهفهم	كهف	كهف	اسم
وكهلا	كهل	كهل	اسم
كاهن	كهن	كاهن	اسم
بكاهن	كهن	كاهن	اسم
كهيعص	كهيعص	كهيعص	فواتيح
بأكواب	كوب	كوب	اسم
وأكواب	كوب	كوب	اسم
أكاد	كود	كاد	اسم
وكادوا	كود	كاد	فعل
كاد	كود	كاد	اسم
كادت	كود	كاد	فعل
كادوا	كود	كاد	فعل
تكاد	كود	كاد	فعل
يكاد	كود	كاد	فعل
يكادون	كود	كاد	فعل
يكد	كود	كاد	فعل
كورت	كور	كوّر	فعل
يكور	كور	كوّر	فعل
ويكور	كور	كوّر	فعل
الكواكب	كوكب	كوكب	اسم
كوكب	كوكب	كوكب	اسم
كوكبا	كوكب	كوكب	اسم
لأكونن	كون	كان	فعل
أكون	كون	كان	فعل
فأكون	كون	كان	فعل
فتكن	كون	كان	فعل
ولتكن	كون	كان	فعل
لتكون	كون	كان	فعل
لتكونن	كون	كان	فعل
تكون	كون	كان	فعل
تكونن	كون	كان	فعل
فتكون	كون	كان	فعل
ولتكون	كون	كان	فعل
ولتكونن	كون	كان	فعل
وتكون	كون	كان	فعل
تكونا	كون	كان	فعل
فتكونا	كون	كان	فعل
لتكونوا	كون	كان	فعل
تكونوا	كون	كان	فعل
وتكونوا	كون	كان	فعل
فتكونون	كون	كان	فعل
لكان	كون	كان	فعل
فكان	كون	كان	فعل
وكان	كون	كان	فعل
كان	كون	كان	فعل
كانا	كون	كان	فعل
فكانت	كون	كان	فعل
وكانت	كون	كان	فعل
كانت	كون	كان	فعل
كانتا	كون	كان	فعل
فكانوا	كون	كان	فعل
وكانوا	كون	كان	فعل
كانوا	كون	كان	فعل
كن	كون	كان	فعل
وكنا	كون	كان	فعل
كنا	كون	كان	فعل
وكنت	كون	كان	فعل
كنت	كون	كان	فعل
لكنتم	كون	كان	فعل
فكنتم	كون	كان	فعل
وكنتم	كون	كان	فعل
كنتم	كون	كان	فعل
كنتن	كون	كان	فعل
وكونوا	كون	كان	فعل
كونوا	كون	كان	فعل
كوني	كون	كان	فعل
مكانكم	كون	مكان	اسم
نكن	كون	كان	فعل
لنكونن	كون	كان	فعل
فنكون	كون	كان	فعل
ولنكونن	كون	كان	فعل
ونكون	كون	كان	فعل
نكون	كون	كان	فعل
يكن	كون	كان	فعل
ليكون	كون	كان	فعل
ليكونن	كون	كان	فعل
يكون	كون	كان	فعل
سيكون	كون	كان	فعل
فيكون	كون	كان	فعل
وليكون	كون	كان	فعل
وليكونا	كون	كان	فعل
ويكون	كون	كان	فعل
ليكونا	كون	كان	فعل
يكونا	كون	كان	فعل
ليكونوا	كون	كان	فعل
يكونوا	كون	كان	فعل
فليكونوا	كون	كان	فعل
يكونون	كون	كان	فعل
ويكونون	كون	كان	فعل
مكانا	كون	مكان	اسم
مكانتهم	كون	مكانة	اسم
مكانه	كون	مكان	اسم
لكنا	كون	كان	فعل
يك	كون	كان	فعل
ولكنا	كون	لكن	أداة
فتكوى	كوي	كوى	فعل
لكي	كي	لكي	أداة
لكيلا	كي	لكيلا	أداة
كي	كي	كي	أداة
لأكيدن	كيد	كاد	فعل
كيدي	كيد	كيد	اسم
كيدوني	كيد	كاد	فعل
المكيدون	كيد	مكيد	اسم
يكيدون	كيد	كاد	فعل
كيد	كيد	كيد	اسم
كيدا	كيد	كيد	اسم
كيده	كيد	كيد	اسم
كيدهم	كيد	كيد	اسم
كيدهن	كيد	كيد	اسم
كيدكم	كيد	كيد	اسم
كيدكن	كيد	كيد	اسم
كدنا	كيد	كاد	فعل
بكيدهن	كيد	كيد	اسم
فيكيدوا	كيد	كاد	فعل
فكيدون	كيد	كاد	فعل
فكيدوني	كيد	كاد	فعل
كيف	كيف	كيف	أداة
وكيف	كيف	كيف	أداة
فكيف	كيف	كيف	أداة
المكيال	كيل	مكيال	اسم
الكيل	كيل	كيل	اسم
اكتالوا	كيل	اكتال	فعل
كالوهم	كيل	كال	فعل
كيل	كيل	كيل	اسم
لئن	لئن	لئن	أداة
ولئن	لئن	لئن	أداة
لا	لا	لا	أداة
أفلا	لا	لا	أداة
ولا	لا	لا	أداة
أولا	لا	لا	أداة
اللؤلؤ	لءلء	لؤلؤ	اسم
الألباب	لبب	لبّ	اسم
تلبثوا	لبث	لبث	فعل
للبث	لبث	لبث	فعل
فلبث	لبث	لبث	فعل
لبث	لبث	لبث	فعل
لبثت	لبث	لبث	فعل
فلبثت	لبث	لبث	فعل
ولبثت	لبث	لبث	فعل
لبثتم	لبث	لبث	فعل
لبثوا	لبث	لبث	فعل
ولبثوا	لبث	لبث	فعل
يلبثوا	لبث	لبث	فعل
يلبثون	لبث	لبث	فعل
تلبسوا	لبس	لبس	فعل
تلبسون	لبس	لبس	فعل
تلبسونها	لبس	لبس	فعل
لباس	لبس	لباس	اسم
لباسا	لبس	لباس	اسم
لباسهما	لبس	لباس	اسم
ولباس	لبس	لباس	اسم
ولباسهم	لبس	لباس	اسم
لبس	لبس	لبس	فعل
وللبسنا	لبس	لبس	فعل
يلبسكم	لبس	ألبس	فعل
يلبسوا	لبس	ألبس	فعل
وليلبسوا	لبس	ألبس	فعل
يلبسون	لبس	ألبس	فعل
ويلبسون	لبس	ألبس	فعل
لبن	لبن	لبن	اسم
للجوا	لجج	لج	فعل
بإلحاد	لحد	إلحاد	اسم
ملتحدا	لحد	ملتحد	اسم
إلحافا	لحف	إلحاف	اسم
وألحقني	لحق	ألحق	فعل
ألحقتم	لحق	ألحق	فعل
ألحقنا	لحق	ألحق	فعل
ولحم	لحم	لحم	اسم
لحما	لحم	لحم	اسم
لحومها	لحم	لحم	اسم
بلحيتي	لحي	لحية	اسم
ألد	لدد	ألد	اسم
لدنا	لدن	لدن	أداة
لدنه	لدن	لدن	أداة
لدنك	لدن	لدن	أداة
لدينا	لدي	لدى	أداة
ولدينا	لدي	لدى	أداة
لذة	لذذ	لذة	اسم
وتلذ	لذذ	لذّ	فعل
لازب	لزب	لازب	اسم
ألزمنه	لزم	ألزم	فعل
لزاما	لزم	لزام	اسم
أنلزمكموها	لزم	ألزم	فعل
وألزمهم	لزم	ألزم	فعل
لسان	لسن	لسان	اسم
لسانا	لسن	لسان	اسم
لساني	لسن	لسان	اسم
لسانك	لسن	لسان	اسم
بلسان	لسن	لسان	اسم
بلسانك	لسن	لسان	اسم
ولسانا	لسن	لسان	اسم
ألسنتهم	لسن	لسان	اسم
ألسنتكم	لسن	لسان	اسم
بألسنة	لسن	لسان	اسم
بألسنتهم	لسن	لسان	اسم
بألسنتكم	لسن	لسان	اسم
وألسنتهم	لسن	لسان	اسم
لطيف	لطف	لطيف	اسم
لطيفا	لطف	لطيف	اسم
اللطيف	لطف	لطيف	اسم
وليتلطف	لطف	تلطف	فعل
تلظى	لظي	تلظى	فعل
لاعبين	لعب	لاعب	اسم
اللاعبين	لعب	لاعب	اسم
لعب	لعب	لعب	اسم
لعبا	لعب	لعب	اسم
ولعب	لعب	لعب	اسم
ولعبا	لعب	لعب	اسم
ونلعب	لعب	لعب	فعل
والعنهم	لعن	لعن	فعل
اللاعنون	لعن	لاعن	اسم
لعن	لعن	لعن	فعل
لعنه	لعن	لعن	فعل
لعنهم	لعن	لعن	فعل
ولعنه	لعن	لعن	فعل
لعنا	لعن	لعن	اسم
لعنة	لعن	لعنة	اسم
لعنتي	لعن	لعنة	اسم
اللعنة	لعن	لعنة	اسم
فلعنة	لعن	لعنة	اسم
لعنوا	لعن	لعن	فعل
ولعنوا	لعن	لعن	فعل
ملعونين	لعن	ملعون	اسم
الملعونة	لعن	ملعون	اسم
نلعنهم	لعن	لعن	فعل
اللغو	لغو	لغو	اسم
باللغو	لغو	لغو	اسم
والغوا	لغو	لغا	فعل
لتلفتنا	لفت	ألفت	فعل
يلتفت	لفت	التفت	فعل
تلفح	لفح	لفح	فعل
ألفافا	لفف	لفيف	اسم
لفيفا	لفف	لفيف	اسم
والتفت	لفف	التفت	فعل
وألفيا	لفو	ألفى	فعل
ألفينا	لفي	ألفى	فعل
بالألقاب	لقب	لقب	اسم
لواقح	لقح	لواقح	اسم
ولقد	لقد	لقد	أداة
يلتقطه	لقط	التقط	فعل
فالتقطه	لقط	التقط	فعل
تلقف	لقف	تلقف	فعل
فالتقمه	لقم	التقم	فعل
لقمان	لقم	لقمان	اسم
أألقي	لقي	ألقى	فعل
ملاقوا	لقي	ملاقي	اسم
تلقاء	لقي	تلقاء	اسم
ملقوه	لقي	ملقي	اسم
ألق	لقي	ألقى	فعل
ألقى	لقي	ألقى	فعل
ألقيا	لقي	ألقى	فعل
ملاقكم	لقي	ملاقي	اسم
ألقه	لقي	ألقى	فعل
ألقها	لقي	ألقها	فعل
ملقون	لقي	ملقي	اسم
لتلقى	لقي	لقي	فعل
لقائه	لقي	لقاء	اسم
لقيا	لقي	لقي	فعل
لقيتم	لقي	لقي	فعل
لقيه	لقي	لقي	فعل
لقينا	لقي	لقي	فعل
لقوا	لقي	لقي	فعل
لقوكم	لقي	لقي	فعل
الملقين	لقي	ملقي	اسم
المتلقيان	لقي	متلقي	اسم
التلاق	لقي	تلاقي	اسم
التقتا	لقي	التقى	فعل
التقى	لقي	التقى	فعل
التقيتم	لقي	التقى	فعل
بلقاء	لقي	لقاء	اسم
تلقي	لقي	لقي	فعل
تلقوا	لقي	ألقى	فعل
تلقوه	لقي	ألقى	فعل
تلقون	لقي	تلقون	اسم
تلقونه	لقي	لقي	فعل
يلتقيان	لقي	التقى	فعل
يلقي	لقي	ألقى	فعل
يلقون	لقي	ألقى	فعل
يلقونه	لقي	ألقى	فعل
يتلقى	لقي	تلقى	فعل
سألقي	لقي	ألقى	فعل
سنلقي	لقي	ألقى	فعل
فألقى	لقي	ألقى	فعل
فألقياه	لقي	ألقى	فعل
فألقيه	لقي	ألقى	فعل
فألقه	لقي	ألقى	فعل
فألقها	لقي	ألقى	فعل
فألقوا	لقي	ألقى	فعل
فألقوه	لقي	ألقى	فعل
فليلقه	لقي	ألقى	فعل
فالملقيات	لقي	ملقية	اسم
فالتقى	لقي	التقى	فعل
فتلقى	لقي	تلقى	فعل
وألق	لقي	ألقى	فعل
وألقت	لقي	ألقى	فعل
وألقي	لقي	ألقى	فعل
وألقيت	لقي	ألقى	فعل
وألقينا	لقي	ألقى	فعل
وألقوا	لقي	ألقى	فعل
وألقوه	لقي	ألقى	فعل
ولقائه	لقي	لقاء	اسم
ولقاهم	لقي	لقّى	فعل
وتتلقاهم	لقي	تتلقى	فعل
ويلقوا	لقي	ألقى	فعل
ويلقون	لقي	ألقى	فعل
ولكن	لكن	لكن	أداة
لكن	لكن	لكن	أداة
ولكني	لكن	لكن	أداة
ولكنه	لكن	لكن	أداة
ولكنهم	لكن	لكن	أداة
ولكنكم	لكن	لكن	أداة
أولم	لم	لم	أداة
ولم	لم	لم	أداة
فلما	لم	لما	أداة
ألم	لم	لم	أداة
أفلم	لم	لم	فعل
فلم	لم	لم	أداة
أولما	لما	لما	أداة
كلمح	لمح	لمح	اسم
تلمزوا	لمز	لمز	اسم
يلمزون	لمز	لمز	فعل
يلمزك	لمز	لمز	فعل
لامستم	لمس	لامس	فعل
لمسنا	لمس	لمس	فعل
فلمسوه	لمس	لمس	فعل
فالتمسوا	لمس	التمس	فعل
لهب	لهب	لهب	اسم
اللهب	لهب	لهب	اسم
يلهث	لهث	لهث	فعل
فألهمها	لهم	ألهم	فعل
ألهاكم	لهو	ألهى	فعل
لاهية	لهو	لاهي	اسم
لهوا	لهو	لهو	اسم
اللهو	لهو	لهو	اسم
تلهى	لهو	لهى	فعل
تلهيهم	لهو	ألهى	فعل
تلهكم	لهو	ألهى	فعل
ولهوا	لهو	لهو	اسم
ويلههم	لهو	ألهى	فعل
فلولا	لو	لولا	أداة
ولولا	لو	لولا	أداة
ألواح	لوح	لوح	اسم
لواحة	لوح	لواحة	اسم
الألواح	لوح	لوح	اسم
لواذا	لوذ	لواذ	اسم
لوط	لوط	لوط	اسم
لوطا	لوط	لوط	اسم
يلوط	لوط	لوط	اسم
ولوطا	لوط	لوط	اسم
لمتنني	لوم	لام	فعل
ملومين	لوم	ملوم	اسم
لائم	لوم	لائم	اسم
لومة	لوم	لومة	اسم
اللوامة	لوم	لوامة	اسم
تلوموني	لوم	لام	فعل
يتلومون	لوم	تلوّم	اسم
ألونه	لون	لون	فعل
ألوانها	لون	لون	اسم
لونها	لون	لون	اسم
وألوانكم	لون	لون	اسم
ليا	لوي	لي	اسم
يلوون	لوي	لوي	فعل
لهم	لي	ل	أداة
لك	لي	ل	أداة
لكم	لي	ل	أداة
ولهم	لي	ل	أداة
ولك	لي	لك	أداة
ألهم	لي	ألهم	فعل
ألكم	لي	ل	أداة
لي	لي	ل	اسم
له	لي	ل	أداة
لها	لي	ل	أداة
لهن	لي	لهن	اسم
لنا	لي	لي	أداة
لكما	لي	لي	أداة
فله	لي	ل	أداة
فلهم	لي	ل	أداة
فلهما	لي	ل	أداة
فلها	لي	ل	أداة
فلهن	لي	ل	أداة
فلكم	لي	ل	أداة
وله	لي	ل	أداة
ولها	لي	ل	أداة
ولهن	لي	ل	أداة
ولنا	لي	ل	أداة
ولكم	لي	ل	أداة
ليتني	ليت	ليت	أداة
ليتنا	ليت	ليت	فعل
ليتني	ليت	ليت	أداة
ليتها	ليت	ليت	أداة
وليست	ليس	ليس	أداة
أليس	ليس	ليس	اسم
ألست	ليس	ليس	فعل
ليس	ليس	ليس	اسم
ليست	ليس	ليس	أداة
ليسوا	ليس	ليس	أداة
لست	ليس	ليس	أداة
لستم	ليس	ليس	أداة
لستن	ليس	ليس	أداة
أوليس	ليس	ليس	أداة
فليس	ليس	ليس	أداة
وليس	ليس	ليس	أداة
ولستم	ليس	ليس	أداة
اليل	ليل	ليل	اسم
ليلة	ليل	ليلة	اسم
ليالي	ليل	ليلة	اسم
باليل	ليل	ليل	اسم
وباليل	ليل	ليل	اسم
بما	ما	بما	أداة
فما	ما	ما	أداة
فمال	ما	مال	اسم
فبما	ما	ما	أداة
أماذا	ماذا	ماذا	أداة
ماذا	ماذا	ماذا	أداة
فماذا	ماذا	ماذا	أداة
وماذا	ماذا	ماذا	أداة
ومأجوج	مءجوج	مأجوج	اسم
مائة	مءي	مائة	اسم
مائتين	مءي	مئة	اسم
استمتع	متع	استمتع	فعل
استمتعتم	متع	استمتع	فعل
فاستمتعتم	متع	استمتع	فعل
واستمتعتم	متع	استمتع	فعل
فاستمتعوا	متع	استمتع	فعل
أمتعكن	متع	متّع	فعل
فأمتعه	متع	متّع	فعل
تمتع	متع	تمتع	فعل
تمتعوا	متع	تمتع	فعل
فتمتعوا	متع	تمتع	فعل
وتمتعوا	متع	تمتع	فعل
تمتعون	متع	تمتع	فعل
متاع	متع	متاع	اسم
متاعا	متع	متاع	اسم
متاعهم	متع	متاع	اسم
متاعنا	متع	متاع	اسم
فمتاع	متع	متاع	اسم
وأمتعتكم	متع	متاع	اسم
ومتاع	متع	متاع	اسم
ومتاعا	متع	متاع	اسم
متعتهم	متع	متع	فعل
متعنه	متع	متع	فعل
متعناهم	متع	متع	فعل
فمتعناهم	متع	متع	فعل
ومتعناهم	متع	متع	فعل
فمتعوهن	متع	متع	فعل
ومتعوهن	متع	متع	فعل
سنمتعهم	متع	متع	فعل
نمتعهم	متع	متع	فعل
وليتمتعوا	متع	تمتع	فعل
ويتمتعوا	متع	تمتع	فعل
يتمتعون	متع	تمتع	فعل
أيان	متى	أيان	أداة
أمثلهم	مثل	أمثل	اسم
التماثيل	مثل	تمثال	اسم
وتماثيل	مثل	تمثال	اسم
فتمثل	مثل	تمثل	فعل
لمثل	مثل	مثل	اسم
لمثله	مثل	مثل	اسم
أمثالها	مثل	مثل	اسم
أمثالكم	مثل	مثل	اسم
أمثالها	مثل	مثل	اسم
أمثالكم	مثل	مثل	اسم
مثل	مثل	مثل	اسم
مثلا	مثل	مثل	اسم
مثليهم	مثل	مثل	اسم
مثليها	مثل	مثل	اسم
مثله	مثل	مثل	اسم
مثلهم	مثل	مثل	اسم
مثلها	مثل	مثل	اسم
مثلهن	مثل	مثل	اسم
مثلكم	مثل	مثل	اسم
الأمثال	مثل	مثل	اسم
الأمثال	مثل	مثل	اسم
المثل	مثل	مثل	اسم
بمثل	مثل	مثل	اسم
بمثله	مثل	مثل	اسم
بمثلها	مثل	مثل	اسم
فمثله	مثل	مثل	اسم
ومثل	مثل	مثل	اسم
ومثلا	مثل	مثل	اسم
ومثله	مثل	مثل	اسم
ومثلهم	مثل	مثل	اسم
كأمثال	مثل	مثل	اسم
كمثل	مثل	مثل	اسم
كمثله	مثل	مثل	اسم
المثلات	مثل	مثلة	اسم
المثلى	مثل	مثلى	اسم
مجيد	مجد	مجيد	اسم
والمجوس	مجس	مجوس	اسم
محيص	محص	محيص	اسم
محيصا	محص	محيص	اسم
محمد	محمد	محمد	اسم
فامتحنوهن	محن	امتحن	فعل
يمحوا	محو	محا	فعل
فمحونا	محو	محا	فعل
ويمح	محو	محا	فعل
مواخر	مخر	ماخرة	اسم
المخاض	مخض	مخاض	اسم
مددناها	مدد	مدّ	فعل
ممددة	مدد	ممددة	اسم
ممدود	مدد	ممدود	اسم
ممدودا	مدد	ممدود	اسم
ممدكم	مدد	ممد	اسم
أتمدونن	مدد	أمدّ	فعل
مدادا	مدد	مداد	اسم
مدتهم	مدد	مدة	اسم
تمدن	مدد	مد	فعل
يمددكم	مدد	مدّ	فعل
يمده	مدد	مدّ	فعل
يمدونهم	مدد	مدّ	فعل
يمدكم	مدد	مدّ	فعل
فليمدد	مدد	مدّ	فعل
وأمددنهم	مدد	مدّ	فعل
وأمددنكم	مدد	مدّ	فعل
ويمددكم	مدد	مدّ	فعل
ويمدهم	مدد	مدّ	فعل
المدينة	مدن	مدينة	اسم
المدائن	مدن	مدينة	اسم
امرأتين	مرء	امرأة	اسم
امرأتك	مرء	امرأة	اسم
امرأتي	مرء	مرأة	اسم
لامرأته	مرء	إمرأة	اسم
مريئا	مرء	مريء	اسم
المرء	مرء	مرء	اسم
امرأ	مرء	امرئ	اسم
امرأت	مرء	امرأة	اسم
امرأته	مرء	امرأة	اسم
امرئ	مرء	امرئ	اسم
امرؤا	مرء	امرئ	اسم
وامرأة	مرء	امرأة	اسم
وامرأتان	مرء	امرأة	اسم
وامرأتي	مرء	امرأة	اسم
وامرأته	مرء	امرأة	اسم
والمرجان	مرج	مرجان	اسم
مرحا	مرح	مرح	اسم
تمرحون	مرح	مرح	فعل
مارد	مرد	مارد	اسم
مريدا	مرد	مريد	اسم
لتمرون	مرر	مرّ	فعل
مر	مرر	مر	فعل
مرتان	مرر	مرة	اسم
مرتين	مرر	مرة	اسم
مستمر	مرر	مستمر	اسم
يمرون	مرر	مرّ	فعل
فمرت	مرر	مرّ	فعل
مرض	مرض	مرض	اسم
مرضا	مرض	مرض	اسم
مرضت	مرض	مرض	فعل
مريضا	مرض	مريض	اسم
مرضى	مرض	مريض	اسم
المريض	مرض	مريض	اسم
المرضى	مرض	مريض	اسم
والمروة	مرو	مروة	اسم
وماروت	مروت	ماروت	اسم
مراء	مري	مراء	اسم
مرية	مري	مرية	اسم
أفتمارونه	مري	مارى	فعل
الممترين	مري	ممتري	اسم
تمار	مري	تمار	اسم
تمترن	مري	امترى	فعل
تمترون	مري	امترى	فعل
تتمارى	مري	تمارى	فعل
يمارون	مري	مارى	فعل
يمترون	مري	امترى	فعل
فتماروا	مري	تمارى	فعل
مريم	مريم	مريم	اسم
مريم	مريم	مريم	اسم
ومريم	مريم	مريم	اسم
مزاجها	مزج	مزاج	اسم
ومزاجه	مزج	مزاج	اسم
ممزق	مزق	ممزق	اسم
مزقتم	مزق	مزّق	اسم
ومزقناهم	مزق	مزق	فعل
المزن	مزن	مزنة	اسم
فامسحوا	مسح	مسح	فعل
وامسحوا	مسح	مسح	فعل
مسحا	مسح	مسح	اسم
لمسخناهم	مسخ	مسخ	اسم
تمسنا	مسس	مسّ	فعل
فتمسكم	مسس	مسّ	فعل
تمسسه	مسس	مسّ	فعل
تمسسكم	مسس	مسّ	فعل
تمسوها	مسس	مسّ	فعل
تمسوهن	مسس	مسّ	فعل
لمسكم	مسس	مس	فعل
مس	مسس	مس	فعل
مسه	مسس	مس	فعل
مسهم	مسس	مس	فعل
مسكم	مسس	مس	فعل
المس	مسس	مس	اسم
مساس	مسس	مساس	اسم
مسته	مسس	مس	فعل
مستهم	مسس	مسّ	فعل
يتماسا	مسس	تماس	اسم
ليمسن	مسس	مسّ	فعل
يمسهم	مسس	مسّ	فعل
يمسك	مسس	مسّ	فعل
وليمسنكم	مسس	مسّ	فعل
يمسسهم	مسس	مسّ	فعل
يمسسني	مسس	مسّ	فعل
يمسسك	مسس	مسّ	فعل
يمسسكم	مسس	مسّ	فعل
استمسك	مسك	استمسك	فعل
فاستمسك	مسك	استمسك	فعل
أمسك	مسك	أمسك	فعل
أمسكهما	مسك	أمسك	فعل
لأمسكتم	مسك	أمسك	فعل
أمسكن	مسك	أمسك	فعل
فأمسكوهن	مسك	أمسك	فعل
فإمساك	مسك	إمساك	اسم
تمسكوا	مسك	مسك	فعل
تمسكوهن	مسك	مسك	فعل
مستمسكون	مسك	مستمسك	اسم
مسك	مسك	مسك	اسم
ممسكات	مسك	ممسكة	اسم
أيمسكه	مسك	أمسك	فعل
يمسكهن	مسك	أمسك	فعل
فيمسك	مسك	أمسك	فعل
ويمسك	مسك	أمسك	فعل
يمسكون	مسك	أمسك	فعل
تمسون	مسو	أمسى	فعل
بالأمس	مسو	الأمس	اسم
أمشاج	مشج	مشج	اسم
امشوا	مشي	مشى	فعل
فامشوا	مشي	مشى	فعل
تمشي	مشي	مشى	فعل
مشوا	مشي	مشى	فعل
مشيك	مشي	مشي	فعل
يمشون	مشي	مشى	فعل
ويمشون	مشي	مشى	فعل
يمشي	مشي	مشى	فعل
ويمشي	مشي	مشى	فعل
مصر	مصر	مصر	اسم
مصرا	مصر	مصر	اسم
بمصر	مصر	مصر	اسم
المضغة	مضغ	مضغة	اسم
أمضي	مضي	مضى	اسم
مضت	مضي	مضى	فعل
مضيا	مضي	مضي	اسم
ومضى	مضي	مضى	فعل
وامضوا	مضي	مضى	فعل
فأمطر	مطر	أمطر	فعل
أمطرت	مطر	أمطر	فعل
وأمطرنا	مطر	أمطر	فعل
مطر	مطر	مطر	اسم
مطرا	مطر	مطر	اسم
ممطرنا	مطر	ممطر	اسم
يتمطى	مطو	تمطى	فعل
مع	مع	مع	أداة
معه	مع	مع	أداة
معهم	مع	مع	أداة
معكم	مع	مع	أداة
لمع	مع	مع	أداة
لمعكم	مع	مع	أداة
معها	مع	مع	أداة
معك	مع	مع	أداة
معكما	مع	مع	أداة
المعز	معز	ماعز	اسم
الماعون	معن	ماعون	اسم
ومعين	معن	معين	اسم
أمعاءهم	معي	معي	اسم
لمقت	مقت	مقت	اسم
مقتا	مقت	مقت	اسم
مقتكم	مقت	مقت	اسم
ومقتا	مقت	مقت	اسم
مكث	مكث	مكث	اسم
ماكثين	مكث	ماكث	اسم
ماكثون	مكث	ماكث	اسم
امكثوا	مكث	مكث	فعل
فمكث	مكث	مكث	فعل
فيمكث	مكث	مكث	فعل
تمكرون	مكر	مكر	فعل
الماكرين	مكر	ماكر	اسم
لمكر	مكر	مكر	اسم
مكر	مكر	مكر	اسم
مكرا	مكر	مكر	اسم
مكرهم	مكر	مكر	فعل
مكروا	مكر	مكر	فعل
المكر	مكر	مكر	اسم
بمكرهن	مكر	مكر	اسم
ومكر	مكر	مكر	فعل
ومكروا	مكر	مكر	فعل
مكرتموه	مكر	مكر	فعل
ليمكروا	مكر	مكر	فعل
يمكر	مكر	مكر	فعل
ويمكر	مكر	مكر	فعل
يمكرون	مكر	مكر	فعل
ويمكرون	مكر	مكر	فعل
مكناهم	مكن	مكن	فعل
مكانتكم	مكن	مكانة	اسم
مكين	مكن	مكين	اسم
مكني	مكن	مكّن	فعل
مكنكم	مكن	مكّن	اسم
فأمكن	مكن	مكّن	فعل
وليمكنن	مكن	مكّن	فعل
ونمكن	مكن	مكّن	فعل
مكاء	مكو	مكاء	اسم
لأملأن	ملء	ملأ	فعل
للملإ	ملء	ملأ	اسم
أمليت	ملء	أملى	اسم
الملأ	ملء	ملأ	اسم
الملإ	ملء	ملأ	اسم
الملأ	ملء	ملأ	اسم
امتلأت	ملء	امتلأ	فعل
بالملإ	ملء	الملإ	اسم
فمالؤون	ملء	مالئ	فعل
وملأه	ملء	ملأ	اسم
ولملئت	ملء	ملأ	فعل
نملي	ملء	أملى	فعل
وملإه	ملء	ملأ	اسم
وملإهم	ملء	ملأ	اسم
إملاق	ملق	إملاق	اسم
أملك	ملك	ملك	فعل
تملك	ملك	ملك	فعل
تملكهم	ملك	ملك	فعل
تملكون	ملك	ملك	فعل
مالكون	ملك	مالك	اسم
ملك	ملك	ملك	اسم
ملوكا	ملك	ملك	اسم
ملكه	ملك	ملك	اسم
الملوك	ملك	ملك	اسم
الملك	ملك	ملك	اسم
بملكنا	ملك	ملك	اسم
بالملك	ملك	ملك	اسم
وملك	ملك	ملك	اسم
وملكا	ملك	ملك	اسم
ملكت	ملك	ملك	فعل
ملكتم	ملك	ملك	فعل
ملكوت	ملك	ملك	اسم
مليك	ملك	مليك	اسم
مملوكا	ملك	مملوك	اسم
يملك	ملك	يملك	فعل
يملكون	ملك	ملك	فعل
ملتهم	ملل	ملة	اسم
ملتنا	ملل	ملة	اسم
ملتكم	ملل	ملة	اسم
الملة	ملل	ملة	اسم
يمل	ملل	ملّ	فعل
فليملل	ملل	ملل	فعل
وليملل	ملل	ملل	فعل
تملى	ملو	أملى	فعل
فأمليت	ملو	أملى	فعل
وأملي	ملو	أملى	فعل
من	من	من	أداة
منها	من	من	أداة
منك	من	من	أداة
منكم	من	من	أداة
ومن	من	من	أداة
لمن	من	من	أداة
لمنكم	من	من	أداة
أفمن	من	من	أداة
مني	من	من	أداة
منهما	من	من	أداة
منهن	من	من	أداة
منكن	من	من	أداة
كمن	من	من	أداة
فمن	من	من	أداة
فمنهم	من	من	أداة
فمنها	من	من	أداة
فمنكم	من	من	أداة
ومما	من	ما	أداة
وممن	من	من	أداة
ومنها	من	من	أداة
ومنكم	من	من	أداة
وبمن	من	من	أداة
تمنعهم	منع	منع	فعل
مانعتهم	منع	مانعة	اسم
ممنوعة	منع	ممنوعة	اسم
مناع	منع	مناع	اسم
منع	منع	منع	فعل
منعهم	منع	منع	فعل
منعنا	منع	منع	فعل
منعك	منع	منع	فعل
منوعا	منع	منوع	اسم
ونمنعكم	منع	منع	فعل
ويمنعون	منع	منع	فعل
ممنون	منن	ممنى	اسم
المن	منن	من	اسم
