word	root	lemma
تناقلت	جذر	تناقل
تنال	جذر	نال;أنال
تناولها	جذر	ناول;تناول
تنتج	جذر	انتجى;أنتج;نتج
تنتشل	جذر	انتشل
تنتقد	جذر	انتقد
تنتقل	جذر	انتقل
تنجح	جذر	أنجح;نجح;تنجح
تنحني	جذر	ناح;انحنى;نحى;أنحى;نحا
تنزيله	جذر	تنزيل
تنشط	جذر	أنشط;نشط;تنشط
تنصيبه	جذر	تنصيب
تنطفئ	جذر	انطفأ
تنظمها	جذر	نظم;تنظم
تنظيم	جذر	تنظيم
تنعم	جذر	تنعم;أنعم;نعم
تنقل	جذر	أنقل;تنقل;نقل
تنوع	جذر	نوع;ناع;تنوع
تهتدي	جذر	اهتدى
تهدد	جذر	هد;هدد;تهدد
تهم	جذر	أهم;تهم;توهم;هام;هم;همى;وهم
تواجه	جذر	واجه;تواجه
تواصل	جذر	واصل;تواصل
توافد	جذر	توافد;وافد
توافق	جذر	وافق;توافق
توباغو	جذر	توباغو
توتر	جذر	وتر;توتر;أوتر
توثيق	جذر	توثيق
توجد	جذر	وجد;توجد;أوجد
توجه	جذر	وجه;توجه;توج;أوجه
توجهات	جذر	توجه
تورثت	جذر	توارث
تورطت	جذر	تورط
تورطها	جذر	تورط;أورط
توزيع	جذر	توزيع
توسيع	جذر	توسيع
توصف	جذر	تواصف;وصف;أوصف
توضحيات	جذر	توضح
توظف	جذر	وظف;توظف
توظيف	جذر	توظيف
توفي	جذر	وفى;أوفى;توفى
توفيت	جذر	توفى
توفير	جذر	توفير
توقعوا	جذر	وقع;توقع;أوقع
توقيت	جذر	توقيت;توقى
توقيع	جذر	توقيع
توكيلها	جذر	توكيل
تولت	جذر	تولى
توليد	جذر	توليد
توم	جذر	توم
تونس	جذر	تونس
تونسية	جذر	تونسي;تونس
تيزي	جذر	تيزي
تيسر	جذر	تيسر;يسر
تيقن	جذر	تيقن;يقن
ثابتة	جذر	ثابتة;ثابت
ثروته	جذر	ثرا
ثقة	جذر	ثقة
ثلاثينيات	جذر	ثلاثيني;ثلاثين
ثلث	جذر	ثلث
ثم	جذر	ثم
ثمن	جذر	ثمن;ثم
ثمينا	جذر	ثمين;ثم
جاء	جذر	جاء
جاد	جذر	جاد
جازما	جذر	جازم
جازي	جذر	جاز;جازى
جاكسون	جذر	جاكسون
جاكي	جذر	جاك
جالسا	جذر	جالس
جاهات	جذر	جاه
جاهد	جذر	جاهد
جاي	جذر	جاي
جبل	جذر	جبل
جبهة	جذر	جبهة
جثة	جذر	جث
جحيم	جذر	جحيم
جدا	جذر	وجد;جد;جدا
جده	جذر	وجد;جد;جاد
جدوى	جذر	جدوى
جذب	جذر	جذب
جذريا	جذر	جذري;جذر
جراء	جذر	جراء
جرائم	جذر	جرائم
جرت	جذر	جار;جرى;جر
جرجرة	جذر	جرجر;جرجرة
جرى	جذر	جرى
جريح	جذر	جريح
جزء	جذر	جزء
جعل	جذر	جعل
جلال	جذر	جلال
جلدته	جذر	جلدة;جلد
جماعية	جذر	جماعي;جماع;جماعة
جمعة	جذر	جمع;جمعة
جمعيات	جذر	جمعية;جمع;جمعة
جنائية	جذر	جنائي
جناح	جذر	جناح
جنب	جذر	جنب
جندي	جذر	جند;جندي
جنونية	جذر	جنون
جنيه	جذر	جن;وجن;جنة;جني
جهاز	جذر	جهاز
جهدا	جذر	جهد
جوازات	جذر	جواز
جودة	جذر	جود;جودة
جورج	جذر	جورج
جوزيف	جذر	جوزيف
جوفاء	جذر	جوفاء
جوي	جذر	جو;جوي;جوة
جويل	جذر	جويل
جويلية	جذر	جويل;جويلي
جي	جذر	جي
جيد	جذر	جاد;جيد
جيراننا	جذر	جيران
جيف	جذر	جيف
جيل	جذر	جيل;جال
جيمس	جذر	جيمس
حاجة	جذر	حاجة;حاج
حاجز	جذر	حاجز
حاجيات	جذر	حاجة;حاجيات;حاج
حادة	جذر	حاد
حادثة	جذر	حادث
حارب	جذر	حارب
حاز	جذر	حاز
حازمة	جذر	حازم
حاصل	جذر	حاصل
حاضرة	جذر	حاضر
حافة	جذر	حاف;حافة
حاليا	جذر	حالي;حال
حاملا	جذر	حامل
حان	جذر	حان
حبا	جذر	حبا;حب
حبس	جذر	حبس
حبل	جذر	حبل
حبيب	جذر	حبيب
حتى	جذر	حتى
حد	جذر	حد;وحد;حاد
حداثة	جذر	حداث;حداثة
حداد	جذر	حداد
حديقة	جذر	حديقة
حر	جذر	حار;حر;وحر
حرة	جذر	حر
حرس	جذر	حرس
حرفيا	جذر	حرف;حرفي
حزيران	جذر	حزيران
حس	جذر	حسى;حس
حساسية	جذر	حساسية;حساس
حسب	جذر	حسب
حسبما	جذر	حسبما
حسن	جذر	حسن;حسى;حس
حشد	جذر	حشد
حشود	جذر	حشود
حصتها	جذر	حص;حصة;حصى
حصد	جذر	حصد
حصلت	جذر	حصل
حضرت	جذر	حضر
حضور	جذر	حضور
حطت	جذر	حط;حاط
حظه	جذر	حظ
حظوظ	جذر	حظوظ
حفز	جذر	حفز
حق	جذر	حاق;حق
حقا	جذر	حقا;حق
حقبه	جذر	حقب
حقق	جذر	حقق
حققت	جذر	حقق;حق
حقوق	جذر	حقوق
حقي	جذر	حقا;حقة;حق
حقيقيا	جذر	حقيقي;حقيق
حكت	جذر	حاك;حكى;حك
حكرا	جذر	حكر
حكم	جذر	حكم
حكوميا	جذر	حكومي
حل	جذر	وحل;حل;حلى;حال
حلفائه	جذر	حلفاء
حلقات	جذر	حلق;حلقة
حلمي	جذر	حلمة;حلم
حلها	جذر	وحل;حل;حلى
حملات	جذر	حمل;حملة;حملات
حنث	جذر	حنث
حنون	جذر	حنون;حنا
حوادث	جذر	حوادث
حوالي	جذر	حوالي;حوالة;حوال
حوت	جذر	حوت;حوى
حول	جذر	حول
حي	جذر	حيا;حي
حيا	جذر	حيا;وحى;حي
حياتنا	جذر	حياة;حية;حيات;حي
حيازته	جذر	حيازة
حياكة	جذر	حياكة
حين	جذر	حين;حيا;وحى;حي
حينما	جذر	حينما
حينها	جذر	حين;حيا;وحى
حييت	جذر	حيا;حيي;حي
خاصا	جذر	خاص
خاض	جذر	خاض
خاطئة	جذر	خاطئ
خافت	جذر	خافت;خاف
خالدة	جذر	خالد
خبثا	جذر	خبث
خبز	جذر	خبز
ختم	جذر	ختم
خجل	جذر	خجل
خدا	جذر	خد
خدم	جذر	خدم
خرافة	جذر	خرافة;خراف
خرج	جذر	خرج
خسر	جذر	خسر
خصت	جذر	خص;خصى
خصخصته	جذر	خصخص;خصخصة
خصوصا	جذر	خصوص
خصيصا	جذر	خصيص
خضم	جذر	خضم
خطابات	جذر	خطاب;خطابة
خطابه	جذر	خطاب
خطبة	جذر	خطبة;خطب
خطوط	جذر	خطوط
خفية	جذر	خفي;خف;خفى;خفة
خفيضة	جذر	خفيض
خلابة	جذر	خلابة;خلاب
خلال	جذر	خلال
خلد	جذر	خلد
خلصت	جذر	خلص
خلطت	جذر	خلط
خلف	جذر	خلف
خلق	جذر	خلق
خندق	جذر	خندق
خوصصته	جذر	خوصص;خوصصة
خوضه	جذر	خوض
خولة	جذر	خولة
خوليو	جذر	خولي
خيانة	جذر	خيانة
خيباتي	جذر	خيبة
خير	جذر	خير;خار
خيمة	جذر	خيمة;خيم
داخل	جذر	داخل
دارت	جذر	دارى;دار
داع	جذر	داعى;داعي
داغستان	جذر	داغستان
دامت	جذر	دام
دخل	جذر	دخل
درس	جذر	درس
درويش	جذر	درويش
دفاتره	جذر	دفاتر
دفعات	جذر	دفعة;دفع
دفنت	جذر	دفن
دفنه	جذر	دفن;داف;دف;ودف
دقيق	جذر	دقيق
دلفين	جذر	دلف;دلفين
دمج	جذر	دمج
دمر	جذر	دمر
دموية	جذر	دموي
دهست	جذر	دهس
دواليب	جذر	دواليب
دوام	جذر	دوامي;دوام
دورا	جذر	دار;دور
دوري	جذر	دارى;دوري;دار;دور;دورة
دولي	جذر	دول;دال;دولة;دولي
دون	جذر	دون;دوى
دونالد	جذر	دونالد
ديار	جذر	ديار
ديسمبر	جذر	ديسمبر
ديغول	جذر	ديغول
دينار	جذر	دينار
دينامو	جذر	دينامو
دينيا	جذر	دين;ديني
دييغو	جذر	دييغو
ذا	جذر	ذا
ذاتي	جذر	ذاتي
ذراع	جذر	ذراع
ذكرت	جذر	ذكر
ذلك	جذر	ذلك;ذل
ذهب	جذر	ذهب
ذو	جذر	ذو
ذوي	جذر	ذوي
ذي	جذر	ذي
رأت	جذر	رأى
رأس	جذر	رأس
رأسي	جذر	رأس;رأسي
رأيتها	جذر	رأي;رأى
رؤساء	جذر	رؤساء
رؤى	جذر	رؤى
رائحة	جذر	رائحة;رائح
راح	جذر	راح
راش	جذر	راش;راشى;راشي
راعية	جذر	راعي
راعيتها	جذر	راعي;راعى
رافعا	جذر	رافع
راقية	جذر	راقي
راوغ	جذر	راوغ
رايان	جذر	راي
رباعي	جذر	رباعي;رباع
رباه	جذر	رب;ربى;ربا
ربما	جذر	ربما
ربوع	جذر	ربوع
رحلة	جذر	رحل;رحلة
رحمة	جذر	رحمة;رحم
رحمهم	جذر	رحم
رد	جذر	راد;ردى;رد;ورد
رداءه	جذر	رداء
ردود	جذر	ردود
رديئة	جذر	رديئة
رسميا	جذر	رسمي;رسم
رسول	جذر	رسول
رسوم	جذر	رسوم
رضا	جذر	رضا;رض
رعاية	جذر	رعاية
رفاتها	جذر	رف;رفات
رفع	جذر	رفع
ركن	جذر	رك;ورك;ركن
ركيكة	جذر	ركيك
رمزا	جذر	رمز
رمضان	جذر	رمضان;رمض
رموز	جذر	رموز
روابطه	جذر	روابط
رواجا	جذر	رواج
روايات	جذر	روايات;رواية
رواية	جذر	رواية
رودني	جذر	راد;رود
روسيا	جذر	روسي;روس;روسيا
رونالدو	جذر	رونالدو;رونالد
رياضة	جذر	رياضة;رياض
رياضيا	جذر	رياضي;رياض
رياضية	جذر	رياضي;رياضة;رياض
رياضيين	جذر	رياضي
ريال	جذر	ريال
ريان	جذر	ري
ريبين	جذر	ريب
ريو	جذر	ريو;ري
زاد	جذر	زاد
زال	جذر	زال
زجاج	جذر	زجاج
زخما	جذر	زخم
زغرب	جذر	زغرب
زكريا	جذر	زكريا
زمن	جذر	زم;زمن
زوجة	جذر	زوج;زوجة
زوجتين	جذر	زوج
زيادة	جذر	زيادة
زيجات	جذر	زيجات;زيج
زيدان	جذر	زيد
زين	جذر	زيا;زين;زان
سأشجع	جذر	شجع
سألت	جذر	سأل;لت
سائدة	جذر	سائد
ساسة	جذر	ساسة
سال	جذر	سال
سامحني	جذر	سامح
سان	جذر	سان
ساهم	جذر	ساهم
سبتمبر	جذر	سبتمبر
سبر	جذر	سبر
سبع	جذر	سبع
سبعة	جذر	سبع;سبعة
سبقتها	جذر	سبق;سبقة
سبل	جذر	سبل
سبيل	جذر	سبيل
ست	جذر	ست
ستالين	جذر	ستالين
ستبقى	جذر	بقى;أبقى;بقي
ستتصدى	جذر	تصدى
ستجد	جذر	وجد;جد
ستحضر	جذر	حضر;أحضر
ستحميه	جذر	حمى;أحمى
ستخفت	جذر	خفت
سترافق	جذر	رافق
ستعني	جذر	عنى
ستنتصر	جذر	انتصر
ستواجه	جذر	واجه
ستيفانو	جذر	ستيفان
سجل	جذر	سجل
سجنا	جذر	سجن;سجى;سج
سجون	جذر	سجا;سجون
سخط	جذر	سخط
سخيا	جذر	سخا;سخي
سدة	جذر	سدة;سد
سر	جذر	سار;سر;سرى
سراقة	جذر	سراق
سرية	جذر	سري;سرى;سرية;سر;سرة
سريع	جذر	سريع
سطيف	جذر	سطيف
سعت	جذر	ساع;سعى
سعد	جذر	سعد
سعداني	جذر	سعد;سعدان
سعيد	جذر	سعيد
سفر	جذر	سفر
سقط	جذر	سقط
سكانه	جذر	سكان
سلال	جذر	سلال
سلبي	جذر	سلبة;سلبي;سلب
سلسلة	جذر	سلسلة
سلط	جذر	سلط
سلمي	جذر	سلم;سلمة
سليمان	جذر	سليم
سماحة	جذر	سماحة;سماح
سماعها	جذر	سماع
سماها	جذر	سما;سمى;سم;وسم
سمعت	جذر	سمع
سمي	جذر	وسم;سمى;سما;سم;سمي;سمة
سنتطرق	جذر	تطرق
سنغافورة	جذر	سنغافورة
سنويا	جذر	سنوي
سنين	جذر	سنا;سن
سهلا	جذر	سهل
سوء	جذر	سوء
سواء	جذر	سواء
سواك	جذر	سوى;سواك
سواهم	جذر	سوى;سواهم
سوريا	جذر	سوري;سور;سارى
سوقا	جذر	سوق;ساق
سوى	جذر	سوى
سويسرا	جذر	سويسرا
سويسري	جذر	سويسري
سيال	جذر	سيال
سيباو	جذر	سيبا
سيترتب	جذر	ترتب
سيتضاعف	جذر	تضاعف
سيتفق	جذر	اتفق
سيحيا	جذر	أحيا;حيا;حيي;سيح
سيدريك	جذر	أدرى;درى
سيراجع	جذر	راجع
سيزار	جذر	زار
سيسقط	جذر	سقط;أسقط
سيشترون	جذر	اشترى
سيشعر	جذر	شعر;أشعر
سيطر	جذر	طر;سيطر
سيعرفها	جذر	عرف
سيعزف	جذر	عزف
سيفوز	جذر	فوز;فاز
سيقوم	جذر	قوم;قام
سيكون	جذر	كون;كان
سيمنعون	جذر	منع
سينفذ	جذر	أنفذ;نفذ
شأن	جذر	شأن
شائكة	جذر	شائك
شات	جذر	شاتي
شارة	جذر	شارة
شارف	جذر	شارف
شارك	جذر	شار;شارى;شارك
شاركت	جذر	شارك
شارل	جذر	شارل
شاع	جذر	شاع
شامخا	جذر	شامخ
شامل	جذر	شامل
شاه	جذر	شاه
شباط	جذر	شباط
شبهت	جذر	شبه
شراسة	جذر	شراسة;شراس
شراك	جذر	شراك;شرى;شر
شرب	جذر	شرب
شرط	جذر	شرط
شرق	جذر	شرق
شعبيا	جذر	شعبي;شعب
شغفه	جذر	شغف
شغل	جذر	شغل
شفة	جذر	شفة;شف
شك	جذر	شاك;شك
شكرا	جذر	شكر
شكك	جذر	شاك;شكك;شك
شككت	جذر	شكك;شك
شكوكهم	جذر	شكوك
شكون	جذر	شكا
شملت	جذر	شمل
شن	جذر	شن;شان
شنق	جذر	شنق
شهادات	جذر	شهادة
شهادته	جذر	شهاد;شهادة
شهد	جذر	شهد
شهدتها	جذر	شهد;شهدة
شهر	جذر	شهر
شهريا	جذر	شهر;شهرى;شهري
شوارع	جذر	شوارع
شيء	جذر	شيء;شاء
شيئا	جذر	شيء;شيأ;شاء
شيشاني	جذر	شيشان;شيشاني
صاحب	جذر	صاحب
صادرة	جذر	صادر
صادفت	جذر	صادف
صادق	جذر	صادق
صار	جذر	صار;صاري
صارت	جذر	صار
صارخ	جذر	صارخ
صارم	جذر	صارم
صاروخية	جذر	صاروخ
صامت	جذر	صامت;صام
صامدا	جذر	صامد
صبح	جذر	صبح
صبغة	جذر	صبغة;صبغ
صحافيا	جذر	صحافي;صحاف
صحت	جذر	صح;صحا;صاح
صحتها	جذر	صحة;صاح
صحفي	جذر	صحفة;صحفي;صحف
صحفيا	جذر	صحفي;صحف
صحيا	جذر	صحي
صحيح	جذر	صحيح
صخرة	جذر	صخر;صخرة
صد	جذر	صد;وصد;صاد;صدى
صدقا	جذر	صدق
صدم	جذر	صدم
صدى	جذر	صدى
صراحة	جذر	صراحة;صراح
صرامته	جذر	صرامة;صرام
صرت	جذر	صار;صر
صرح	جذر	صرح
صرخت	جذر	صرخ
صريحا	جذر	صريح
صريعا	جذر	صريع
صعود	جذر	صعود
صفر	جذر	صفر
صفو	جذر	صفو
صفوف	جذر	صفوف
صلاته	جذر	صل;صلة;صلاة
صلاح	جذر	صلاح
صليبا	جذر	صليب
صمت	جذر	صم;صام;صمت
صمتهم	جذر	صم;صمة;صام;صمت
صمموا	جذر	صمم
صندوق	جذر	صندوق
صنيعة	جذر	صنيعة;صنيع
صواب	جذر	صواب;صوابي
صوب	جذر	صوب
صوت	جذر	صات;صوت;صوى
صور	جذر	صار;صور
صوره	جذر	صور
ضابطا	جذر	ضابط
ضاعت	جذر	ضاع
ضباط	جذر	ضباط
ضجيج	جذر	ضجيج
ضحكت	جذر	ضحك
ضد	جذر	ضد
ضروريا	جذر	ضروري
ضعف	جذر	ضعف
ضغوطات	جذر	ضغوط
ضمان	جذر	ضمان;ضم
ضمن	جذر	ضمن;ضام;ضم
ضمنيا	جذر	ضمن;ضمني
طاردته	جذر	طارد
طارق	جذر	طارق
طاغية	جذر	طاغي
طاقم	جذر	طاقم
طال	جذر	طال
طالما	جذر	طالما;طالم
طبيعيا	جذر	طبيعي
طبيعية	جذر	طبيعي;طبيعة
طرابلس	جذر	طرابلس
طرح	جذر	طرح
طريف	جذر	طريف
طغيان	جذر	طغيان
طلعت	جذر	طلع
طوابير	جذر	طوابير
طوال	جذر	طوال
طورها	جذر	طور
طويل	جذر	طويل
طيران	جذر	طيران;طير
ظروف	جذر	ظروف
ظل	جذر	ظل
ظهر	جذر	ظهر
ظهور	جذر	ظهور
عاتق	جذر	عاتق
عاث	جذر	عاث
عاجزة	جذر	عاجز
عاد	جذر	عاد;عادى;عادي
عادات	جذر	عاد;عادة
عادت	جذر	عاد;عادى
عادلا	جذر	عادل
عاش	جذر	عاش
عاصفة	جذر	عاصف
عال	جذر	عال;عالى;عالي
عالميين	جذر	عالمي
عامة	جذر	عام;عامة
عامل	جذر	عامل
عانى	جذر	عانى
عبد	جذر	عبد
عبدالقادر	جذر	عبدالقادر
عبدالله	جذر	عبدالله
عبدالملك	جذر	عبدالملك
عبر	جذر	عبر
عبورها	جذر	عبور
عتبة	جذر	عتب;عتبة
عدا	جذر	عدا;عد;وعد
عدسات	جذر	عدسة;عدس
عدم	جذر	عدم
عدوي	جذر	عدوة;عدوي;عد;عدى;عدو;وعد
عرفات	جذر	عرفات;عرف
عرفة	جذر	عرفة;عرف
عرقيا	جذر	عرقى;عرق
عزموا	جذر	عزم
عشاق	جذر	عشاق
عصفور	جذر	عصفور
عصمة	جذر	عصمة;عصم
عضلية	جذر	عضل;عضلة
عضو	جذر	عضو
عضوا	جذر	عضو;عض
عقاب	جذر	عقاب
عقد	جذر	عقد
عقلانيين	جذر	عقلاني
علاوة	جذر	علاوة
علب	جذر	علب
علمنا	جذر	علمن;علم
علني	جذر	علن;عال;عل;على
على	جذر	على
علي	جذر	علا;علة;علي;عل;على
عليك	جذر	عليك;علة;علي;عل;على
عليكم	جذر	علة;علي;عل;على
عما	جذر	عم;عما
عمار	جذر	عمار
عمرو	جذر	عمر;عمرو
عمليا	جذر	عملي;عمل
عمن	جذر	عمى;عام;عم
عموما	جذر	عموم
عن	جذر	عان;عنى;عن
عند	جذر	عند
عندما	جذر	عندما
عوالمية	جذر	عوالم
عيبه	جذر	عيب
عين	جذر	وعى;عان;عي;عين;عيا
عينت	جذر	عان;عين
عينيه	جذر	عان;عينة;عين
عيون	جذر	عيون
غابت	جذر	غاب
غادر	جذر	غادر
غارق	جذر	غارق
غاضبة	جذر	غاضب
غالب	جذر	غالب
غالي	جذر	غالى
غبية	جذر	غبي;غب
غرفة	جذر	غرفة;غرف
غرور	جذر	غرور
غزة	جذر	غزة
غزو	جذر	غزو
غفرتها	جذر	غفرة;غفر
غلاف	جذر	غلاف
غنية	جذر	غنة;غني;غنى;غن
غياب	جذر	غياب
غيابي	جذر	غيابي;غياب;غيابة
غيابيا	جذر	غيابي;غياب
غير	جذر	غار;غير
غيره	جذر	غير
فأجابني	جذر	أجاب
فأعمت	جذر	أعمى
فأغلبية	جذر	أغلبية;أغلب
فائقة	جذر	فائق
فاحتل	جذر	احتال;احتل
فارس	جذر	فارس;رسا
فاز	جذر	فاز
فاطمة	جذر	فاطم
فالفرجار	جذر	فرجار
فالمجد	جذر	مجد
فاهتزت	جذر	اهتز
فايز	جذر	فايز
فبراير	جذر	فبراير
فتاوى	جذر	فتاوى
فتبكي	جذر	بكى;أبكى
فتحت	جذر	تحت;حات;فتح;حت
فتحتها	جذر	تحت;فتحة;فتح;حت
فترجف	جذر	أرجف;ترجف;رجف
فتكا	جذر	فتك
فتلجأ	جذر	لجأ;ألجأ
فتمتعت	جذر	تمتع
فثارت	جذر	ثار
فجر	جذر	جر;جار;جرى;وجر;فجر
فجرا	جذر	فجر;وجر;جر
فخابت	جذر	خاب
فخفف	جذر	خفف
فراشة	جذر	فراشة;فراش
فربطت	جذر	ربط
فرحا	جذر	فرح;رحا
فرسان	جذر	رس;فرسان;فرس
فرشاته	جذر	فرش;رش;فرشة;فرشاة;رشا;رشاة
فرص	جذر	فرص;رص
فرض	جذر	راض;فرض;رضى;رض
فرضت	جذر	فرض;راض;رضا;رضى;رض
فرعها	جذر	ورع;فرع;رعى;راع
فرعون	جذر	رعا;فرعون
فريدا	جذر	راد;فريد
فريدمان	جذر	فريدمان
فزبونهم	جذر	زبون
فساد	جذر	فساد;ساد
فسيفسائية	جذر	فسيفساء
فشل	جذر	فشل;شل;شال
فصل	جذر	وصل;صل;صلى;فصل;صال
فصلا	جذر	وصل;صل;فصل
فضاء	جذر	ضاء;فضاء
فضحونا	جذر	ضحا;فضح;ضحو;ضحى
فعل	جذر	فعل;عال;عل;على
فعلا	جذر	علا;عل;فعل
فعلت	جذر	علا;فعل;عال;عل;على
فعليا	جذر	علي;على;علا;عل;عليا;فعل
فعليها	جذر	علي;علة;فعل;على;عل;فعلة
ففرع	جذر	فرع
ففي	جذر	في
فقأ	جذر	فقأ
فقام	جذر	قام
فقبل	جذر	قبل
فقد	جذر	وقد;قد;قاد;فقد
فقط	جذر	قط;فقط
فكرة	جذر	فكر;كرة;كر;فكرة
فكرية	جذر	كري;كرى;كرية;كرة;فكر;كر;ري;فكرة
فكيف	جذر	كاف;كيف
فلا	جذر	لا;فل;فلا
فلسطين	جذر	سطا;فلسطين
فلسطينية	جذر	فلسطيني;فلسطين
فلسفة	جذر	سفة;فلسفة
فلسفية	جذر	سفة;فلسفة;فلسفي
فلم	جذر	فلم;لم;لام
فلماذا	جذر	ماذا;لماذا
فلن	جذر	لن;فال;لان;فل;فلى
فلهم	جذر	هم;فل;فلى
فما	جذر	ما;فم
فماذا	جذر	ماذا
فمر	جذر	مار;مر
فمطلوب	جذر	مطلوب
فمع	جذر	ماع;مع
فمن	جذر	منى;من
فمنذ	جذر	منذ
فمها	جذر	فم;مها
فموتوا	جذر	مات;موت
فنجد	جذر	جاد;جد;أجدى;وجد;أجاد;نجد
فنون	جذر	ونى;أونى;نون;نوى;فنون
فنية	جذر	نية;فن
فهم	جذر	هام;هم;وهم;فهم
فهنالك	جذر	هنالك
فهو	جذر	هو
فو	جذر	فو
فوالدها	جذر	والد
فور	جذر	ورى;فور
فوراءه	جذر	وراء
فوز	جذر	فوز;وز
فوق	جذر	فوق;وقى
فوليا	جذر	فول;وليا;ولي;ولى
فيتحكمون	جذر	تحكم
فيرجسون	جذر	رجس
فيرغمه	جذر	رغم;أرغم
فيروز	جذر	راز;فيروز
فيسبوك	جذر	سبى;سب
فيعرض	جذر	أعرض;عرض
فيقطع	جذر	قطع;أقطع
فيليب	جذر	فيليب
فيما	جذر	فيما;يم
فيهديه	جذر	أهدى;هدى
قائد	جذر	قائد
قابلية	جذر	قابلية;قابل
قاد	جذر	قاد
قادته	جذر	قادة;قاد
قاصرا	جذر	قاصر
قاطرة	جذر	قاطر
قاعات	جذر	قاع;قاعة
قال	جذر	قال
قانونا	جذر	قانى;قانون;قان
قبرص	جذر	قبرص
قتلى	جذر	قتلى
قتيل	جذر	قتيل
قد	جذر	وقد;قد;قاد
قدر	جذر	قدر
قديم	جذر	قديم
قراها	جذر	قرا;وقر;قر;قرى
قرب	جذر	قرب
قررت	جذر	قر;قرر
قساوة	جذر	قساوة
قسما	جذر	قسم
قسوة	جذر	قسوة
قصده	جذر	قصد
قصصها	جذر	قصص
قصوى	جذر	قصوى
قط	جذر	قط
قطار	جذر	قطار
قطاعات	جذر	قطاع;قطاعة
قطبي	جذر	قطب;قطبة;قطبي
قطعة	جذر	قطع;قطعة
قلت	جذر	قل;قلى;قلا;قال
قلوبهم	جذر	قلوب
قمح	جذر	قمح
قمعية	جذر	قمع;قمعة
قناة	جذر	قناة
قنديل	جذر	قنديل
قوائم	جذر	قوائم
قواعدي	جذر	قواعد
قوانينهم	جذر	قوانين
قوبلوا	جذر	قابل
قوة	جذر	قوة
قوته	جذر	قوى;قوة;قوت
قوس	جذر	قوس
قوم	جذر	قوم
قويا	جذر	قوى;قوي
قياسي	جذر	قياسي;قياس
قيقة	جذر	قيق
قيم	جذر	قيم;قام
ك	جذر	ك
كأس	جذر	أس;كأس
كأن	جذر	كأن;أن
كئيبة	جذر	كئيب
كاد	جذر	كاد
كار	جذر	كار;كارى
كاسترو	جذر	كاسترو
كافيا	جذر	كاف;كافي
كالعصافير	جذر	عصافير
كالكراسي	جذر	كراس;كراسي
كاليابان	جذر	يابان
كاليفورنيا	جذر	كاليفورني;كاليفورنيا
كان	جذر	كان
كانتونا	جذر	كانتون;كانتو
كانون	جذر	كانون
كايلي	جذر	كايل
كبارا	جذر	كبار
كبر	جذر	كبر;بر
كبره	جذر	كبر;بر;بره
كبريات	جذر	كبرى;بر;كبر;بري;كبرة;برية
كبسه	جذر	كبس
كتابة	جذر	كتابة;كتاب
كتب	جذر	كتب;تب
كذب	جذر	كذب;ذب
كذلك	جذر	كذلك;ذلك;ذل
كرهت	جذر	كره
كرواتيا	جذر	كرواتي;كروات;كرواتيا
كروز	جذر	روز;كروز
كروي	جذر	روي;كر;وكر;كروي
كرويا	جذر	كرويا;كروي
كروية	جذر	روي;روية;كروي
كريستيانو	جذر	كريستيانو;كريستيان
كسر	جذر	سر;كسر
كسواي	جذر	سوا
كشف	جذر	كشف;شف
كشفت	جذر	كشف
كفة	جذر	كفة;كف
كقرار	جذر	قرار
كل	جذر	أكل;كال;وكل;كل
كلا	جذر	أكل;كلا;وكل;كل
كلام	جذر	كلام;لام
كلبنان	جذر	لبنان
كلتا	جذر	كلتا;كل
كلما	جذر	كلم;كلما
كلمات	جذر	لمة;كلمة;كلم
كلمتا	جذر	كلم
كم	جذر	كم
كما	جذر	كما;كم
كمال	جذر	كمال;مال
كميت	جذر	كميت;ميت;كمى
كنا	جذر	وكن;كن
كنت	جذر	كنى;كن;كان
كون	جذر	كوى;ون;كون
كونه	جذر	ون;كون
كينغ	جذر	كينغ
كينيا	جذر	كيني;كين;كينيا
ل	جذر	ل;ولى;ولي
لأؤكد	جذر	أكد
لأضحك	جذر	ضحى;ضحك;أضحى;أضحك
لأعدائه	جذر	أعداء
لأنك	جذر	نكى;نكي;أن
لأنمو	جذر	نما
لإشراك	جذر	إشراك
لإلحاق	جذر	إلحاق
لابنه	جذر	لابن;ابن
لاحتواء	جذر	احتواء
لاحقا	جذر	لاحق
لازلت	جذر	لازلت
لازم	جذر	لازم
لاستباحة	جذر	استباحة
لافتات	جذر	لافتة;لافت
لاقتسام	جذر	اقتسام
لاكتساب	جذر	اكتساب
لاكتشاف	جذر	اكتشاف
لامعة	جذر	لامع
لباسها	جذر	باس;لباس
لبريطانيا	جذر	بريطانيا
لبناني	جذر	بنى;لبن;لبناني;لبنان;بنان
لبني	جذر	لبى;لبنة;لبن;بنى;بني;بن;ولب
لتبرير	جذر	تبرير
لتتفرغ	جذر	تفرغ
لتجميع	جذر	تجميع
لتركيا	جذر	ركا
لتضعها	جذر	وضع;أضاع;ضاع
لتضيع	جذر	ضيع;أضاع
لتقصيرك	جذر	تقصير
لتكسير	جذر	تكسير
لتلك	جذر	تل;لاك;لكي;لك;تلك
لتنفيذ	جذر	تنفيذ
لتنمية	جذر	تنمية
لجأت	جذر	لجأ;جأى
لجدولة	جذر	جدول
لجلبه	جذر	جلب
لجنة	جذر	جن;جنة;لجنة
لحد	جذر	حد;لحد
لحظة	جذر	لحظ;لحظة;حظ
لحقت	جذر	حاق;لحق;حقا;حق
