word	root	lemma	stem
كرسيه	كرس	كرسي	كرسي
كرمت	كرم	كرم	كرم
كرمنا	كرم	كرم	كرم
كره	كره	كره	كره
تكرهوا	كره	كره	تكره
وكرها	كره	كره	كرها
كرها	كره	كره	كرها
كرهتموهن	كره	كره	كره
كره	كره	كره	كره
وكرهوا	كره	كره	كره
يكرهون	كره	كره	يكره
كرها	كره	كره	كرها
كرهوا	كره	كره	كره
وكره	كره	كره	كره
فكرهتموه	كره	كره	كره
كريما	كرم	كريم	كريما
كريم	كرم	كريم	كريم
الكريم	كرم	كريم	كريم
كراما	كرم	كريم	كراما
كريم	كرم	كريم	كريم
الكريم	كرم	كريم	كريم
كرام	كرم	كريم	كرام
كسادها	كسد	كساد	كساد
كسالى	كسل	كسالى	كسالى
يكسبون	كسب	كسب	يكسب
كسب	كسب	كسب	كسب
كسبت	كسب	كسب	كسبت
كسبتم	كسب	كسب	كسب
كسبوا	كسب	كسب	كسب
يكسب	كسب	كسب	يكسب
يكسبه	كسب	كسب	يكسب
كسبا	كسب	كسب	كسب
تكسبون	كسب	كسب	تكسب
تكسب	كسب	كسب	تكسب
كسفا	كسف	كسف	كسفا
كسفا	كسف	كسف	كسفا
نكسوها	كسو	كسو	نكسو
واكسوهم	كسو	كسو	اكس
فكسونا	كسو	كسو	كسو
وكسوتهن	كسو	كسوت	كسوت
كسوتهم	كسو	كسوت	كسوت
كشطت	كشط	كشطت	كشطت
فيكشف	كشف	كشف	يكشف
كشفت	كشف	كشف	كشف
كشفنا	كشف	كشف	كشف
كشف	كشف	كشف	كشف
كشف	كشف	كشف	كشف
فكشفنا	كشف	كشف	كشف
وكشفنا	كشف	كشف	كشف
وكشفت	كشف	كشف	كشفت
ويكشف	كشف	كشف	يكشف
اكشف	كشف	كشف	اكشف
يكشف	كشف	كشف	يكشف
كظيم	كظم	كظيم	كظيم
الكعبة	كعب	كعبة	كعبة
الكعبة	كعب	كعبة	كعبة
الكعبين	كعب	كعب	كعبين
كفوا	كفف	كف	كف
يكف	كفف	كف	يكف
ويكفوا	كفف	كف	يكف
فكف	كفف	كف	كف
كففت	كفف	كف	كفف
يكفون	كفف	كف	يكف
وكف	كفف	كف	كف
كف	كفف	كف	كف
كفاتا	كفت	كفات	كفاتا
كفار	كفر	كفار	كفار
كفار	كفر	كفار	كفار
كفارا	كفر	كفار	كفارا
كفارة	كفر	كفارة	كفارة
فكفارته	كفر	كفارة	كفارت
كفارة	كفر	كفارة	كفارة
كفارة	كفر	كفارة	كفارة
كفروا	كفر	كفر	كفر
تكفرون	كفر	كفر	تكفر
يكفرون	كفر	كفر	يكفر
وتكفرون	كفر	كفر	تكفر
بكفرهم	كفر	كفر	كفر
يكفروا	كفر	كفر	يكفر
ويكفرون	كفر	كفر	يكفر
يكفر	كفر	كفر	يكفر
كفر	كفر	كفر	كفر
تكفر	كفر	كفر	تكفر
الكفر	كفر	كفر	كفر
يكفر	كفر	كفر	يكفر
تكفرون	كفر	كفر	تكفر
وكفر	كفر	كفر	كفر
ويكفر	كفر	كفر	يكفر
واكفروا	كفر	كفر	اكفر
بالكفر	كفر	كفر	كفر
كفرا	كفر	كفر	كفرا
أكفرتم	كفر	كفر	كفر
يكفروه	كفر	كفر	يكفر
للكفر	كفر	كفر	كفر
الكفر	كفر	كفر	كفر
وكفر	كفر	كفر	كفر
لأكفرن	كفر	كفر	أكفر
نكفر	كفر	كفر	نكفر
تكفروا	كفر	كفر	تكفر
يكفر	كفر	كفر	يكفر
ونكفر	كفر	كفر	نكفر
وكفرهم	كفر	كفر	كفر
وبكفرهم	كفر	كفر	كفر
لأكفرن	كفر	كفر	أكفر
وكفرا	كفر	كفر	كفرا
لكفرنا	كفر	كفر	كفر
ويكفر	كفر	كفر	يكفر
كفرتم	كفر	كفر	كفر
وكفروا	كفر	كفر	كفر
كفرتم	كفر	كفر	كفر
كفرنا	كفر	كفر	كفر
كفرت	كفر	كفر	كفر
ليكفروا	كفر	كفر	يكفر
فكفرت	كفر	كفر	كفرت
فليكفر	كفر	كفر	يكفر
أكفرت	كفر	كفر	كفر
سيكفرون	كفر	كفر	يكفر
أكفر	كفر	كفر	أكفر
لنكفرن	كفر	كفر	نكفر
كفره	كفر	كفر	كفر
نكفر	كفر	كفر	نكفر
كفرهم	كفر	كفر	كفر
فكفروا	كفر	كفر	كفر
بكفرك	كفر	كفر	كفر
ليكفر	كفر	كفر	يكفر
فتكفرون	كفر	كفر	تكفر
لأكفر	كفر	كفر	أكفر
وكفرنا	كفر	كفر	كفر
لتكفرون	كفر	كفر	تكفر
وكفرتم	كفر	كفر	كفر
كفر	كفر	كفر	كفر
ويكفر	كفر	كفر	يكفر
كفر	كفر	كفر	كفر
اكفر	كفر	كفر	اكفر
وكفرت	كفر	كفر	كفرت
يكفر	كفر	كفر	يكفر
يكفر	كفر	كفر	يكفر
وكفر	كفر	كفر	كفر
كفران	كفر	كفران	كفران
وكفلها	كفل	كفل	كفل
يكفل	كفل	كفل	يكفل
كفل	كفل	كفل	كفل
الكفل	كفل	كفل	كفل
كفلين	كفل	كفل	كفلين
كفوا	كفء	كفو	كفوا
كفور	كفر	كفور	كفور
كفورا	كفر	كفور	كفورا
كفورا	كفر	كفور	كفورا
كفور	كفر	كفور	كفور
لكفور	كفر	كفور	كفور
الكفور	كفر	كفور	كفور
فسيكفيكهم	كفي	كفى	يكفي
يكفيكم	كفي	كفى	يكفي
وكفى	كفي	كفى	كفى
فكفى	كفي	كفى	كفى
كفى	كفي	كفى	كفى
كفيناك	كفي	كفى	كفي
يكفهم	كفي	كفى	يكف
وكفى	كفي	كفى	كفى
يكف	كفي	كفى	يكف
كفيه	كفف	كفي	كفي
كفيلا	كفل	كفيل	كفيلا
كل	كلل	كل	كل
بكل	كلل	كل	كل
كلها	كلل	كل	كل
كل	كلل	كل	كل
كل	كلل	كل	كل
ولكل	كلل	كل	كل
كل	كلل	كل	كل
كله	كلل	كل	كل
كله	كلل	كل	كل
لكل	كلل	كل	كل
فلكل	كلل	كل	كل
وكلا	كلل	كل	كلا
كلا	كلل	كل	كلا
لكل	كلل	كل	كل
لكل	كلل	كل	كل
ولكل	كلل	كل	كل
كله	كلل	كل	كل
وكل	كلل	كل	كل
كلهم	كلل	كل	كل
كل	كلل	كل	كل
وكل	كلل	كل	كل
كل	كلل	كل	كل
وكل	كلل	كل	كل
وكلهم	كلل	كل	كل
بكل	كلل	كل	كل
فكلا	كلل	كل	كلا
كلهن	كلل	كل	كل
كلها	كلل	كل	كل
كلاهما	كلو	كلا	كلا
كلا		كلا	كلا
كلالة	كلل	كلالة	كلالة
الكلالة	كلل	كلالة	كلالة
كلام	كلم	كلام	كلام
وبكلامى	كلم	كلام	كلام
الكلب	كلب	كلب	كلب
وكلبهم	كلب	كلب	كلب
كلبهم	كلب	كلب	كلب
كلتا	كلو	كلتا	كلتا
تكلف	كلف	كلف	تكلف
يكلف	كلف	كلف	يكلف
يكلمنا	كلم	كلم	يكلم
يكلمهم	كلم	كلم	يكلم
كلم	كلم	كلم	كلم
تكلم	كلم	كلم	تكلم
ويكلم	كلم	كلم	يكلم
الكلم	كلم	كلم	كلم
وكلم	كلم	كلم	كلم
تكلم	كلم	كلم	تكلم
وكلمهم	كلم	كلم	كلم
وكلمه	كلم	كلم	كلم
يكلمهم	كلم	كلم	يكلم
كلمه	كلم	كلم	كلم
كلم	كلم	كلم	كلم
أكلم	كلم	كلم	أكلم
نكلم	كلم	كلم	نكلم
تكلمون	كلم	كلم	تكلم
تكلمهم	كلم	كلم	تكلم
الكلم	كلم	كلم	كلم
وتكلمنا	كلم	كلم	تكلم
يكلمه	كلم	كلم	يكلم
كلما	كلل	كلما	كلما
أفكلما	كلل	كلما	كلما
أوكلما	كلل	كلما	كلما
وكلما	كلل	كلما	كلما
كلمات	كلم	كلمة	كلمات
بكلمات	كلم	كلمة	كلمات
لكلمات	كلم	كلمة	كلمات
لكلماته	كلم	كلمة	كلمات
وكلماته	كلم	كلمة	كلمات
بكلماته	كلم	كلمة	كلمات
لكلمات	كلم	كلمة	كلمات
كلمات	كلم	كلمة	كلمات
بكلمات	كلم	كلمة	كلمات
بكلمة	كلم	كلمة	كلمة
كلمة	كلم	كلمة	كلمة
وكلمته	كلم	كلمة	كلمت
كلمت	كلم	كلمة	كلمت
كلمة	كلم	كلمة	كلمة
وكلمة	كلم	كلمة	كلمة
كلمة	كلم	كلمة	كلمة
كلمة	كلم	كلمة	كلمة
كلمة	كلم	كلمة	كلمة
كلمتنا	كلم	كلمة	كلمت
كم		كم	كم
كم		كم	كم
وكم		كم	كم
وكم		كم	كم
يكنزون	كنز	كنز	يكنز
كنزتم	كنز	كنز	كنز
تكنزون	كنز	كنز	تكنز
كنز	كنز	كنز	كنز
كنزهما	كنز	كنز	كنز
وكنوز	كنز	كنز	كنوز
الكنوز	كنز	كنز	كنوز
الكنس	كنس	كنس	كنس
لكنود	كند	كنود	كنود
الكهف	كهف	كهف	كهف
كهفهم	كهف	كهف	كهف
وكهلا	كهل	كهل	كهلا
وكواعب	كعب	كواعب	كواعب
الكوافر	كفر	كوافر	كوافر
الكوثر	كثر	كوثر	كوثر
يكور	كور	كورت	يكور
ويكور	كور	كورت	يكور
كورت	كور	كورت	كورت
كوكبا	كوكب	كوكب	كوكبا
كوكب	كوكب	كوكب	كوكب
الكواكب	كوكب	كوكب	كواكب
الكواكب	كوكب	كوكب	كواكب
لكيلا		كى	كيلا
لكى		كى	كى
كى		كى	كى
لكيلا		كى	كيلا
كيدهم	كيد	كيد	كيد
كيد	كيد	كيد	كيد
كيدى	كيد	كيد	كيد
كيدون	كيد	كيد	كيد
كيد	كيد	كيد	كيد
فكيدونى	كيد	كيد	كيد
فيكيدوا	كيد	كيد	يكيد
كيدا	كيد	كيد	كيدا
كيدكن	كيد	كيد	كيد
كيدكن	كيد	كيد	كيد
كيدهن	كيد	كيد	كيد
بكيدهن	كيد	كيد	كيد
كدنا	كيد	كيد	كد
كيده	كيد	كيد	كيد
كيدكم	كيد	كيد	كيد
كيد	كيد	كيد	كيد
لأكيدن	كيد	كيد	أكيد
كيده	كيد	كيد	كيد
كيد	كيد	كيد	كيد
فكيدون	كيد	كيد	كيد
يكيدون	كيد	كيد	يكيد
وأكيد	كيد	كيد	أكيد
كيدهم	كيد	كيد	كيد
كيف	كيف	كيف	كيف
فكيف	كيف	كيف	كيف
وكيف	كيف	كيف	كيف
الكيل	كيل	كيل	كيل
كيل	كيل	كيل	كيل
الكيل	كيل	كيل	كيل
كيل	كيل	كيل	كيل
ولؤلؤا	لءلء	لؤلؤ	لؤلؤا
لؤلؤ	لءلء	لؤلؤ	لؤلؤ
اللؤلؤ	لءلء	لؤلؤ	لؤلؤ
اللؤلؤ	لءلء	لؤلؤ	لؤلؤ
لؤلؤا	لءلء	لؤلؤ	لؤلؤا
ولا		لا	لا
لا		لا	لا
لا		لا	لا
فلا		لا	لا
أفلا		لا	لا
أولا		لا	لا
لئلا		لا	لا
ألا		لا	لا
لئلا		لا	ئلا
لائم	لوم	لائم	لائم
لابثين	لبث	لابث	لابثين
ولات	لوت	لات	لات
لازب	لزب	لازب	لازب
لاعبين	لعب	لاعب	لاعبين
اللاعبين	لعب	لاعب	لاعبين
اللاعنون	لعن	لاعن	لاعنون
لاغية	لغو	لاغية	لاغية
لاقيه	لقي	لاقي	لاقي
ولاكن		لاكن	لاكن
ولاكن		لاكن	لاكن
ولاكن		لاكن	لاكن
ولاكن		لاكن	لاكن
لاكن		لاكن	لاكن
لاكن		لاكن	لاكن
ولاكنى		لاكن	لاكن
ولاكنه		لاكن	لاكن
ولاكنهم		لاكن	لاكن
لاكنا		لاكن	لاكن
ولاكنا		لاكن	لاكن
ولاكنكم		لاكن	لاكن
لاهية	لهو	لاهية	لاهية
لباس	لبس	لباس	لباس
لباسا	لبس	لباس	لباسا
ولباس	لبس	لباس	لباس
لباسهما	لبس	لباس	لباس
لباس	لبس	لباس	لباس
ولباسهم	لبس	لباس	لباس
لبثت	لبث	لبث	لبث
لبثت	لبث	لبث	لبث
لبثت	لبث	لبث	لبث
يلبثوا	لبث	لبث	يلبث
لبث	لبث	لبث	لبث
فلبث	لبث	لبث	لبث
لبثتم	لبث	لبث	لبث
يلبثون	لبث	لبث	يلبث
لبثوا	لبث	لبث	لبث
لبثتم	لبث	لبث	لبث
لبثنا	لبث	لبث	لبث
ولبثوا	لبث	لبث	لبث
فلبثت	لبث	لبث	لبث
ولبثت	لبث	لبث	لبث
تلبثوا	لبث	لبث	تلبث
للبث	لبث	لبث	لبث
لبدا	لبد	لبد	لبدا
لبدا	لبد	لبد	لبدا
تلبسوا	لبس	لبس	تلبس
تلبسون	لبس	لبس	تلبس
وللبسنا	لبس	لبس	لبس
يلبسون	لبس	لبس	يلبس
يلبسكم	لبس	لبس	يلبس
يلبسوا	لبس	لبس	يلبس
وليلبسوا	لبس	لبس	يلبس
تلبسونها	لبس	لبس	تلبس
ويلبسون	لبس	لبس	يلبس
يلبسون	لبس	لبس	يلبس
لبس	لبس	لبس	لبس
لبنا	لبن	لبن	لبنا
لبن	لبن	لبن	لبن
لبوس	لبس	لبوس	لبوس
للجوا	لجج	لج	لج
لجوا	لجج	لج	لج
لجة	لجج	لجة	لجة
لجى	لجج	لجى	لجى
يلحقوا	لحق	لحق	يلحق
ولحم	لحم	لحم	لحم
لحما	لحم	لحم	لحما
ولحم	لحم	لحم	لحم
لحم	لحم	لحم	لحم
لحومها	لحم	لحم	لحوم
ولحم	لحم	لحم	لحم
ولحم	لحم	لحم	لحم
لحن	لحن	لحن	لحن
بلحيتى	لحي	لحيت	لحيت
لدا	لدد	لد	لدا
لدنك	لدن	لدن	لدن
لدنه	لدن	لدن	لدن
لدنا	لدن	لدن	لدن
لدن	لدن	لدن	لدن
لدنى	لدن	لدن	لدن
لدا		لدى	لدا
لدى		لدى	لدى
لديهم		لدي	لدي
لدينا		لدي	لدي
لديه		لدي	لدي
ولدينا		لدي	لدي
لدىپRأ		لدي	لدى
لدينا		لدي	لدي
لذة	لذذ	لذة	لذة
لذة	لذذ	لذة	لذة
لزاما	لزم	لزام	لزاما
ألسنتهم	لسن	لسان	ألسنت
بألسنتهم	لسن	لسان	ألسنت
لسان	لسن	لسان	لسان
بلسان	لسن	لسان	لسان
ألسنتهم	لسن	لسان	ألسنت
لسان	لسن	لسان	لسان
لسان	لسن	لسان	لسان
ألسنتكم	لسن	لسان	ألسنت
لسان	لسن	لسان	لسان
بلسانك	لسن	لسان	لسان
لسانى	لسن	لسان	لسان
بألسنتكم	لسن	لسان	ألسنت
ألسنتهم	لسن	لسان	ألسنت
لسانى	لسن	لسان	لسان
بلسان	لسن	لسان	لسان
لسانا	لسن	لسان	لسانا
ألسنتكم	لسن	لسان	ألسنت
بألسنة	لسن	لسان	ألسنة
لسانا	لسن	لسان	لسانا
بألسنتهم	لسن	لسان	ألسنت
وألسنتهم	لسن	لسان	ألسنت
لسانك	لسن	لسان	لسان
ولسانا	لسن	لسان	لسانا
اللطيف	لطف	لطيف	لطيف
لطيف	لطف	لطيف	لطيف
لطيفا	لطف	لطيف	لطيفا
لظى		لظى	لظى
ولعبا	لعب	لعب	لعبا
لعب	لعب	لعب	لعب
لعبا	لعب	لعب	لعبا
ولعب	لعب	لعب	لعب
لعلكم		لعل	لعل
ولعلكم		لعل	لعل
لعلهم		لعل	لعل
لعلهم		لعل	لعل
لعلهم		لعل	لعل
ولعلهم		لعل	لعل
لعلكم		لعل	لعل
فلعلك		لعل	لعل
لعلى		لعل	لعل
لعلكم		لعل	لعل
لعله		لعل	لعل
لعلك		لعل	لعل
لعله		لعل	لعل
لعلى		لعل	لعل
لعلنا		لعل	لعل
لعل		لعل	لعل
لعنهم	لعن	لعن	لعن
يلعنهم	لعن	لعن	يلعن
ويلعنهم	لعن	لعن	يلعن
نلعنهم	لعن	لعن	نلعن
لعنا	لعن	لعن	لع
لعنهم	لعن	لعن	لعن
يلعن	لعن	لعن	يلعن
ولعنه	لعن	لعن	لعن
لعنه	لعن	لعن	لعن
لعناهم	لعن	لعن	لع
ولعنوا	لعن	لعن	لعن
لعن	لعن	لعن	لعن
لعنت	لعن	لعن	لعنت
ولعنهم	لعن	لعن	لعن
لعنوا	لعن	لعن	لعن
ويلعن	لعن	لعن	يلعن
لعن	لعن	لعن	لعن
والعنهم	لعن	لعن	العن
لعنا	لعن	لعن	لعنا
ولعنهم	لعن	لعن	لعن
فلعنة	لعن	لعنة	لعنة
لعنة	لعن	لعنة	لعنة
لعنت	لعن	لعنة	لعنت
لعنة	لعن	لعنة	لعنة
لعنة	لعن	لعنة	لعنة
لعنة	لعن	لعنة	لعنة
اللعنة	لعن	لعنة	لعنة
اللعنة	لعن	لعنة	لعنة
لعنت	لعن	لعنة	لعنت
لعنتى	لعن	لعنة	لعنت
باللغو	لغو	لغو	لغو
لغوا	لغو	لغو	لغوا
اللغو	لغو	لغو	لغو
اللغو	لغو	لغو	لغو
لغو	لغو	لغو	لغو
لغوب	لغب	لغوب	لغوب
لغوب	لغب	لغوب	لغوب
لفيفا	لفف	لفيف	لفيفا
لقوا	لقي	لق	لق
لقوكم	لقي	لق	لق
تلقوه	لقي	لق	تلق
لقيتم	لقي	لق	لقي
لقيتم	لقي	لق	لقي
يلقونه	لقي	لق	يلق
يلقىه	لقي	لق	يلقى
لقينا	لقي	لق	لقي
لقيا	لقي	لق	لقي
يلقون	لقي	لق	يلق
يلق	لقي	لق	يلق
بلقاء	لقي	لقاء	لقاء
لقاء	لقي	لقاء	لقاء
ولقاء	لقي	لقاء	لقاء
لقاءنا	لقي	لقاء	لقاء
ولقائه	لقي	لقاء	لقائ
بلقائ	لقي	لقاء	لقائ
ولقائ	لقي	لقاء	لقائ
لقائه	لقي	لقاء	لقائ
لقاء	لقي	لقاء	لقاء
لقمان		لقمان	لقمان
لقمان		لقمان	لقمان
ويلقون	لقي	لقى	يلق
لتلقى	لقي	لقى	تلقى
يلقىها	لقي	لقى	يلقى
ولقىهم	لقي	لقى	لقى
لم		لم	لم
لم		لم	لم
ألم		لم	لم
ولم		لم	لم
أولم		لم	لم
فلم		لم	لم
هلم	لمم	لم	لم
لمتننى	لوم	لم	لم
أفلم		لم	لم
تلومونى	لوم	لم	تلوم
ولوموا	لوم	لم	لوم
لما	لمم	لم	لما
فلما		لما	لما
ولما		لما	لما
أولما		لما	لما
لما		لما	لما
لما		لما	لما
كلمح	لمح	لمح	لمح
كلمح	لمح	لمح	لمح
لمزة	لمز	لمزة	لمزة
لامستم	لمس	لمس	لامس
فلمسوه	لمس	لمس	لمس
لمسنا	لمس	لمس	لمس
اللمم	لمم	لمم	لمم
ولن		لن	لن
لن		لن	لن
فلن		لن	لن
لن		لن	لن
ألن		لن	لن
لنت	لين	لن	لن
لن		لن	لن
فلن		لن	لن
ألن		لن	لن
تلين	لين	لن	تلين
ولن		لن	لن
اللهب	لهب	لهب	لهب
لهب	لهب	لهب	لهب
ولهو	لهو	لهو	لهو
ولهوا	لهو	لهو	لهوا
لهوا	لهو	لهو	لهوا
لهو	لهو	لهو	لهو
لهو	لهو	لهو	لهو
اللهو	لهو	لهو	لهو
ولو		لو	لو
لو		لو	لو
لو		لو	لو
أولو		لو	لو
ولو		لو	لو
فلو		لو	لو
لو		لو	لو
لووا	لوي	لو	لو
وألو		لو	لو
لواحة	لوح	لواحة	لواحة
لواذا	لوذ	لواذ	لواذا
لواقح	لقح	لواقح	لواقح
اللوامة	لوم	لوامة	لوامة
الألواح	لوح	لوح	ألواح
الألواح	لوح	لوح	ألواح
ألواح	لوح	لوح	ألواح
لوح	لوح	لوح	لوح
ولوطا		لوط	لوطا
لوط		لوط	لوط
لوطا		لوط	لوطا
يالوط		لوط	لوط
لوط		لوط	لوط
فلولا		لولا	لولا
لولا		لولا	لولا
ولولا		لولا	لولا
لولا		لولا	لولا
لومة	لوم	لومة	لومة
لونها	لون	لون	لون
لونها	لون	لون	لون
ألوانه	لون	لون	ألوان
وألوانكم	لون	لون	ألوان
ألوانها	لون	لون	ألوان
ليا	لوي	لي	ليا
ياليتنى		ليت	ليت
ياليتنا		ليت	ليت
ليتنى		ليت	ليت
ياليت		ليت	ليت
ياليتها		ليت	ليت
ليست	ليس	ليس	ليست
ليس	ليس	ليس	ليس
وليس	ليس	ليس	ليس
ليس	ليس	ليس	ليس
فليس	ليس	ليس	ليس
ولستم	ليس	ليس	لس
ليسوا	ليس	ليس	ليس
وليست	ليس	ليس	ليست
لست	ليس	ليس	لس
لستم	ليس	ليس	لس
أليس	ليس	ليس	ليس
لست	ليس	ليس	لس
ليسوا	ليس	ليس	ليس
لست	ليس	ليس	لس
ألست	ليس	ليس	لس
لستم	ليس	ليس	لس
أوليس	ليس	ليس	ليس
لستن	ليس	ليس	لس
اليل	ليل	ليل	يل
باليل	ليل	ليل	يل
اليل	ليل	ليل	يل
اليل	ليل	ليل	يل
ليلا	ليل	ليل	ليلا
ليال	ليل	ليل	ليال
بليل	ليل	ليل	ليل
ليالى	ليل	ليل	ليالى
وباليل	ليل	ليل	يل
واليل	ليل	ليل	يل
ليلها	ليل	ليل	ليل
وليال	ليل	ليل	ليال
ليلة	ليل	ليلة	ليلة
ليلة	ليل	ليلة	ليلة
ليلة	ليل	ليلة	ليلة
ليلة	ليل	ليلة	ليلة
ليلة	ليل	ليلة	ليلة
لينا	لين	لين	لينا
لينة	لين	لينة	لينة
مأتيا	ءتي	مأتي	مأتيا
ومأجوج		مأجوج	مأجوج
ومأجوج		مأجوج	مأجوج
مأكول	ءكل	مأكول	مأكول
مأمنه	ءمن	مأمن	مأمن
مأمون	ءمن	مأمون	مأمون
ومأوىهم	ءوي	مأوى	مأوى
ومأوىه	ءوي	مأوى	مأوى
مأوىهم	ءوي	مأوى	مأوى
ومأوىهم	ءوي	مأوى	مأوى
مأوىهم	ءوي	مأوى	مأوى
مأوىهم	ءوي	مأوى	مأوى
ومأوىكم	ءوي	مأوى	مأوى
المأوى	ءوي	مأوى	مأوى
فمأوىهم	ءوي	مأوى	مأوى
مأوىكم	ءوي	مأوى	مأوى
والمؤتفكات	ءفك	مؤتفكة	مؤتفكات
والمؤتفكة	ءفك	مؤتفكة	مؤتفكة
والمؤتفكات	ءفك	مؤتفكة	مؤتفكات
والمؤتون	ءتي	مؤتي	مؤتون
مؤجلا	ءجل	مؤجل	مؤجلا
مؤذن	ءذن	مؤذن	مؤذن
مؤصدة	وصد	مؤصدة	مؤصدة
والمؤلفة	ءلف	مؤلفة	مؤلفة
بمؤمنين	ءمن	مؤمن	مؤمنين
مؤمنين	ءمن	مؤمن	مؤمنين
للمؤمنين	ءمن	مؤمن	مؤمنين
مؤمن	ءمن	مؤمن	مؤمن
المؤمنين	ءمن	مؤمن	مؤمنين
والمؤمنون	ءمن	مؤمن	مؤمنون
المؤمنون	ءمن	مؤمن	مؤمنون
لمؤمن	ءمن	مؤمن	مؤمن
مؤمنا	ءمن	مؤمن	مؤمنا
مؤمن	ءمن	مؤمن	مؤمن
بالمؤمنين	ءمن	مؤمن	مؤمنين
مؤمنون	ءمن	مؤمن	مؤمنون
مؤمنين	ءمن	مؤمن	مؤمنين
وبالمؤمنين	ءمن	مؤمن	مؤمنين
مؤمن	ءمن	مؤمن	مؤمن
للمؤمنين	ءمن	مؤمن	مؤمنين
بمؤمن	ءمن	مؤمن	مؤمن
وللمؤمنين	ءمن	مؤمن	مؤمنين
مؤمنين	ءمن	مؤمن	مؤمنين
والمؤمنين	ءمن	مؤمن	مؤمنين
مؤمنون	ءمن	مؤمن	مؤمنون
المؤمن	ءمن	مؤمن	مؤمن
المؤمنات	ءمن	مؤمنة	مؤمنات
والمؤمنات	ءمن	مؤمنة	مؤمنات
والمؤمنات	ءمن	مؤمنة	مؤمنات
للمؤمنات	ءمن	مؤمنة	مؤمنات
مؤمنات	ءمن	مؤمنة	مؤمنات
المؤمنات	ءمن	مؤمنة	مؤمنات
مؤمنات	ءمن	مؤمنة	مؤمنات
مؤمنات	ءمن	مؤمنة	مؤمنات
مؤمنة	ءمن	مؤمنة	مؤمنة
مؤمنة	ءمن	مؤمنة	مؤمنة
مؤمنة	ءمن	مؤمنة	مؤمنة
مؤمنة	ءمن	مؤمنة	مؤمنة
ومما		ما	ما
بما		ما	ما
وما		ما	ما
إنما		ما	ما
كما		ما	ما
فما		ما	ما
ما		ما	ما
مما		ما	ما
ما		ما	ما
مما		ما	ما
لما		ما	ما
لما		ما	ما
عما		ما	ما
بئسما	بءس	ما	ما
فلم		ما	م
فيما		ما	ما
فإنما		ما	ما
بعدما	بعد	ما	ما
لما		ما	ما
لم		ما	م
وبما		ما	ما
فبما		ما	ما
أنما		ما	ما
وإنما		ما	ما
نعما	نعم	ما	ما
أينما		ما	ما
فمال		ما	ما
فيم		ما	م
فكأنما		ما	ما
وإما		ما	ما
كأنما		ما	ما
أما		ما	ما
إما		ما	ما
ربما		ما	ما
فبم		ما	م
مال		ما	مال
ولما		ما	ما
بم		ما	م
أيما		ما	ما
أفما		ما	ما
عم		ما	م
مم		ما	م
ماء	موه	ماء	ماء
الماء	موه	ماء	ماء
ماء	موه	ماء	ماء
الماء	موه	ماء	ماء
الماء	موه	ماء	ماء
كماء	موه	ماء	ماء
ماءك	موه	ماء	ماء
بماء	موه	ماء	ماء
ماؤها	موه	ماء	ماؤ
ماء	موه	ماء	ماء
وماء	موه	ماء	ماء
ماؤكم	موه	ماء	ماؤ
ماء	موه	ماء	ماء
ماءها	موه	ماء	ماء
مائة	مءي	مائة	مائة
مائة	مءي	مائة	مائة
مائتين	مءي	مائة	مائتين
مائة	مءي	مائة	مائة
مائة	مءي	مائة	مائة
مائة	مءي	مائة	مائة
مائدة	ميد	مائدة	مائدة
الماب	ءوب	ماب	ماب
ماب	ءوب	ماب	ماب
ماب	ءوب	ماب	ماب
مابا	ءوب	ماب	مابا
تموتن	موت	مات	تموت
وماتوا	موت	مات	مات
فيمت	موت	مات	يمت
موتوا	موت	مات	موت
مات	موت	مات	مات
تموت	موت	مات	تموت
ماتوا	موت	مات	مات
متم	موت	مات	م
متم	موت	مات	م
يموتون	موت	مات	يموت
تموتون	موت	مات	تموت
يموت	موت	مات	يموت
مت	موت	مات	م
أموت	موت	مات	أموت
مت	موت	مات	م
متم	موت	مات	م
نموت	موت	مات	نموت
متنا	موت	مات	مت
تموت	موت	مات	تموت
فيموتوا	موت	مات	يموت
تمت	موت	مات	تمت
ماذا		ماذا	ماذا
وماذا		ماذا	ماذا
فماذا		ماذا	ماذا
ماذا		ماذا	ماذا
مارب	ءرب	مارب	مارب
مارج	مرج	مارج	مارج
مارد	مرد	مارد	مارد
وماروت		ماروت	ماروت
يميز	ميز	ماز	يميز
الماعون	معن	ماعون	ماعون
ماكثين	مكث	ماكث	ماكثين
ماكثون	مكث	ماكث	ماكثون
الماكرين	مكر	ماكر	ماكرين
الأموال	مول	مال	أموال
المال	مول	مال	مال
أموالكم	مول	مال	أموال
أموال	مول	مال	أموال
المال	مول	مال	مال
أموالهم	مول	مال	أموال
ماله	مول	مال	مال
أموالهم	مول	مال	أموال
أموالهم	مول	مال	أموال
أموالكم	مول	مال	أموال
أموالهم	مول	مال	أموال
أموالكم	مول	مال	أموال
أموال	مول	مال	أموال
بأموالكم	مول	مال	أموال
تميلوا	ميل	مال	تميل
أموالهم	مول	مال	أموال
بأموالهم	مول	مال	أموال
فيميلون	ميل	مال	يميل
مال	مول	مال	مال
أموالكم	مول	مال	أموال
وأموال	مول	مال	أموال
بأموالكم	مول	مال	أموال
أموالا	مول	مال	أموالا
وأموالهم	مول	مال	أموال
وأموالا	مول	مال	أموالا
مالا	مول	مال	مالا
أموالنا	مول	مال	أموال
بأموال	مول	مال	أموال
المال	مول	مال	مال
مال	مول	مال	مال
