pattern	singularPattern	type	nType	vType	isBrokenPlural	hasBrokenPlural	hasFem	subOf	examples	comment
pattern:mufAEAp	singularPattern:unspec	type:Masdar	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:mufAEalap	examples: مباراة، مجاراة	comment:unspec
pattern:{inofiEA'	singularPattern:unspec	type:Masdar	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:{inofiEAl	examples: انطواء، احتواء	comment:unspec
pattern:faEolap	singularPattern:unspec	type:marrah_اسم_المرة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: ضَرْبة، أكلة، شربة، دعوة	comment:unspec
pattern:{inofiEAlap	singularPattern:unspec	type:marrah_اسم_المرة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: اندفاعة، انطلاقة	comment:unspec
pattern:{isotifAlap	singularPattern:unspec	type:marrah_اسم_المرة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: استقامة، استقالة، استشارة	comment:unspec
pattern:>ifAlap	singularPattern:unspec	type:marrah_اسم_المرة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: إقالة، إعانة، إجابة	comment:unspec
pattern:{ifotiEAlap	singularPattern:unspec	type:marrah_اسم_المرة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: ابتسامة	comment:unspec
pattern:tafoEiylap	singularPattern:unspec	type:marrah_اسم_المرة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: تكبيرة، تركيبة	comment:unspec
pattern:...iy~ap	singularPattern:unspec	type:artificial_masdar_المصدر_الصناعي	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: ديمقراطية، اشتراكية، حرية، أسبقية	comment:unspec
pattern:mifoEal	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مبرد، مصعد	comment:unspec
pattern:mifoEAl	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: منشار، محراث، مقياس، منظار، مفتاح، منهاج، مقدار، مصداق، معيار، محراب، ملقاط	comment:unspec
pattern:mifoEalap	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مطرقة، مكنسة، مجرفة، مقلمة، مطحنة، مفرمة	comment:unspec
pattern:mafoEalap	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مطرقة، مكنسة، مجرفة، مقلمة، مطحنة، مفرمة	comment: suboptimal 
pattern:faE~Alap	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: غسالة، زحافة، زلاجة	comment:unspec
pattern:fAEilap	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: ساقية، شاحنة	comment:unspec
pattern:fAEuwl	singularPattern:unspec	type:instrument_اسم_الآلة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: ساطور، صاروخ، قانون، لاهوت، جاسوس	comment:unspec
pattern:fAEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fAEilap	subOf:unspec	examples: كاتب، ضارب، شاكر، عالم	comment:unspec
pattern:mufaE~il	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufaE~ilap	subOf:unspec	examples: معلِّم	comment:unspec
pattern:mufAEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufAEilap	subOf:unspec	examples: مقاتل، مسامح	comment:unspec
pattern:mufoEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufoEilap	subOf:unspec	examples: مطعم	comment:unspec
pattern:mufiyl	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufiylap	subOf:mufoEil	examples: مريب، مقيم، مضيع	comment:unspec
pattern:mutafaE~il	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mutafaE~ilap	subOf:unspec	examples: متعلم، متحضر، متسوق، متخرج	comment:unspec
pattern:mutafAEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mutafAEilap	subOf:unspec	examples: متسابق، متسارع، متباري	comment:unspec
pattern:munofaEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:munofaEilap	subOf:unspec	examples: منطلق، منكسر، منهزم، منتصر، منبهر، منحني، منطوي	comment:unspec
pattern:munofal~	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:munofal~ap	subOf:munofaEil	examples: منضم، منشق، منسد، منحل	comment:unspec
pattern:mufotaEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufotaEilap	subOf:unspec	examples: مشترك، مشتمل، مشتغل	comment:unspec
pattern:mufotal~	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufotal~ap	subOf:mufotaEil	examples: ممتد، مرتد، معتز، محتد	comment:unspec
pattern:mut~aEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mut~aEilap	subOf:mufotaEil	examples: متخذ، متفق، متجه	comment:unspec
pattern:mufoEal~	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufoEal~ap	subOf:munofaEil	examples: مسود، معوج	comment:unspec
pattern:musotafoEil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafoEilap	subOf:unspec	examples: مستخرج، مستدرك، مستثني، مستعمل	comment:unspec
pattern:musotafiyl	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafiylap	subOf:musotafoEil	examples: مستعين، مستقيم	comment:unspec
pattern:musotafil~	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafil~ap	subOf:musotafoEil	examples: مستعد، مستمد، مستغل	comment:unspec
pattern:mufaEolil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufaEolilap	subOf:unspec	examples: مسيطر	comment:unspec
pattern:mutafaEolil	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mutafaEolilap	subOf:unspec	examples: متدحرج، متمحور، متأقلم، متشرذم، متبلور	comment:unspec
pattern:mufoEalil~	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufoEalil~ap	subOf:unspec	examples: مطمئن	comment:unspec
pattern:musotafoEiy	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafoEiyap	subOf:musotafoEil	examples: مستوفي	comment:unspec
pattern:mutafaE~iy	singularPattern:unspec	type:active_participle_اسم_الفاعل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mutafaE~iyap	subOf:mutafaE~il	examples: متلقي	comment:unspec
pattern:mafoEuwl	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mafoEuwlap	subOf:unspec	examples: مكتوب، مضروب، مشكور، معلوم	comment:unspec
pattern:mafuwl	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mafuwlap	subOf:mafoEuwl	examples: مقول	comment:unspec
pattern:mafiyl	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mafiylap	subOf:mafoEuwl	examples: مبيع	comment:unspec
pattern:mafoEiy	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mafoEiyap	subOf:mafoEuwl	examples: مرمي	comment:unspec
pattern:mufaE~al	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufaE~alap	subOf:unspec	examples: معلَّم، موجه، مرفه، مسخر، مقيد	comment:unspec
pattern:mufAEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufAEalap	subOf:unspec	examples: مقاتل، مراعَى، مرافَق	comment:unspec
pattern:mufoEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufoEalap	subOf:unspec	examples: مرفَق، مرسل	comment:unspec
pattern:mufAl	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufAlap	subOf:mufoEal	examples: مقام، مضاع	comment:unspec
pattern:mutafaE~al	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mutafaE~alap	subOf:unspec	examples: متلقَّى	comment:unspec
pattern:mutafAEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mutafAEalap	subOf:unspec	examples: متسابَق، متبارَي، متعارف	comment:unspec
pattern:munofaEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:munofaEalap	subOf:unspec	examples: منطلَق، منحدر، منخفض	comment:unspec
pattern:mufotaEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufotaEalap	subOf:unspec	examples: مشترك، مشتمل، مرتزق	comment:unspec
pattern:mut~aEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mut~aEalap	subOf:mufotaEal	examples: متخذ، متفق	comment:unspec
pattern:musotafoEal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafoEalap	subOf:unspec	examples: مستخرج، مستدرك، مستثنى، مستعمل	comment:unspec
pattern:musotafAl	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafAlap	subOf:unspec	examples: مستعان	comment:unspec
pattern:musotafal~	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafal~ap	subOf:unspec	examples: مستمد، مستغل	comment:unspec
pattern:mufaEolal	singularPattern:unspec	type:passive_participle_اسم_المفعول	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufaEolalap	subOf:unspec	examples: مسيطَر	comment:unspec
pattern:faE~Al	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faE~Alap	subOf:unspec	examples: بَتّار، براق، حراق، نمام	comment:unspec
pattern:faE~Alap	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: علامة	comment:unspec
pattern:mifoEAl	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mifoEAlap	subOf:unspec	examples: مِهْذَار، مقدام، معطاء	comment:unspec
pattern:faEuwl	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEuwlap	subOf:unspec	examples: أَكُول، شكور، قلوق، حسود	comment:unspec
pattern:faEiyl	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEiylap	subOf:unspec	examples: سَمِيع، خبير، نذير، عليم، جميل	comment:unspec
pattern:faEil	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEilap	subOf:unspec	examples: فَطِن، جشع، فرح، شرس	comment:unspec
pattern:mifoEiyl	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mifoEiylap	subOf:unspec	examples: مسكين	comment:unspec
pattern:fiE~iyl	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fiE~iylap	subOf:unspec	examples: صدِّيق	comment:unspec
pattern:fAEilap	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: داعية	comment:unspec
pattern:mufaE~il	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufaE~ilap	subOf:unspec	examples: مجرب، محدث	comment:unspec
pattern:fAEuwl	singularPattern:unspec	type:mubalagah_صيغ_المبالغة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fAEuwlap	subOf:unspec	examples: جاسوس	comment:unspec
pattern:>afoEal	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: أحمر، أعرج، أحول، أعمى، أبتر	comment: has irregular feminine faEolA'
pattern:faEolAn	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEolAnap	subOf:unspec	examples: سكران، عطشان، شبعان	comment:unspec
pattern:faEolA'	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:>afoEal	examples: حمراء، سوداء، صفراء، عرجاء	comment: fem of &gt;afoEal
pattern:faEal	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEalap	subOf:unspec	examples: حَسَن، بطل، وسط	comment:unspec
pattern:fuEAl	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fuEAlap	subOf:unspec	examples: شُجَاع، همام	comment:unspec
pattern:faEAl	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEAlap	subOf:unspec	examples: جَبَان	comment:unspec
pattern:faEol	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEolap	subOf:unspec	examples: ضخم، شهم، سهل، صعب، سمح، بخس	comment:unspec
pattern:fiEol	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: صفر، ملح، ضعف	comment:unspec
pattern:fuEol	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fuEolap	subOf:unspec	examples: حلو، صلب	comment:unspec
pattern:fuE~	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fuE~ap	subOf:fuEol	examples: حر، مر	comment:unspec
pattern:fuEul	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: جنب، فرط	comment: no fem
pattern:faEil	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEilap	subOf:unspec	examples: خشن، فرح، فطن، قلق، لبق، سلس	comment:unspec
pattern:faEiyl	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:faEiylap	subOf:unspec	examples: كريم، رقيق، شريف، عظيم، بخيل، نحيل، شديد، أمين، حريص، عفيف، خفيف	comment:unspec
pattern:fAEil	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fAEilap	subOf:unspec	examples: صالح، طاهر، صابر	comment:unspec
pattern:faEuwl	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: طهور، وقور، عجوز	comment:unspec
pattern:fay~il	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:fay~ilap	subOf:fayoEil	examples: مييت، سيد، بين، سيء، طيب	comment:unspec
pattern:mufotaEil	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mufotaEilap	subOf:unspec	examples: معتدل	comment:unspec
pattern:mafoEuwl	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:mafoEuwlap	subOf:unspec	examples: موفور	comment:unspec
pattern:musotafiyl	singularPattern:unspec	type:mushabbaha_الصفة_المشبهة	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:musotafiylap	subOf:unspec	examples: مستقيم	comment:unspec
pattern:>afoEal	singularPattern:unspec	type:Comparative_اسم_التفضيل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: أعلم، أكرم، أفضل	comment:unspec
pattern:fuEolaY	singularPattern:unspec	type:Comparative_اسم_التفضيل	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مثلى، فضلى، كبرى، صغرى، أولى	comment:unspec
pattern:mafoEal	singularPattern:unspec	type:place_اسم_المكان	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مَكْتَب، مَلْعَب، ملهى	comment:unspec
pattern:mafoEil	singularPattern:unspec	type:place_اسم_المكان	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مَجْلِس، مَوْرِد	comment:unspec
pattern:musotafoEal	singularPattern:unspec	type:place_اسم_المكان	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مستودَع، مستشفَى	comment:unspec
pattern:mafoEalAn	singularPattern:unspec	type:Miscellaneous	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مهرجان	comment:unspec
pattern:mafuwlap	singularPattern:unspec	type:Miscellaneous	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مقولة، معونة	comment:unspec
pattern:mafiylap	singularPattern:unspec	type:Miscellaneous	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مشيئة	comment:unspec
pattern:mafiyl	singularPattern:unspec	type:Miscellaneous	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: مصير، معين	comment:unspec
pattern:...iy~	singularPattern:unspec	type:Miscellaneous	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: منهجي، هندي	comment: ياء النسب (ي) فردي، ثنائي، سوري، هندي، منهجي &amp; إذا كانت الكلمة لا تبدأ ب(ي/ت) مثل يضحي، تضحي &amp; تأتي الياء آخر الفعل في الماضي الثلاثي فقط، مني، نسي، حظي،
pattern:...A'	singularPattern:unspec	type:Miscellaneous	nType:unspec	vType:unspec	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: صحراء، أسماء، استثناء	comment: الألف الممدودة ( اء)، صحراء، أسماء، استثناء &amp; تأتي في الفعل الماضي مثل جاء، شاء، أضاء، استاء
pattern:faEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: ضرب، شكر، رحل، سبق، رشق، صرف، عزم، 	comment:unspec
pattern:faEil	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: لعب، ركب، شرب، سئم، مرض، علم	comment:unspec
pattern:faEul	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: كَرُم، حَسُن، بَطُر، بعد	comment: intransitive
pattern:fAl	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:faEal	examples: باع، صار، جاء، قال، حال، ساق، فاق، عاد	comment:unspec
pattern:faEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:faEal	examples: أتى، رمى، مشى	comment:unspec
pattern:faE~	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:faEal	examples: حن، حب، رن، أن، رق، رد، عد، عق، سب، سد، مر	comment:unspec
pattern:faEA	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:faEal	examples: نما، عفا، دعا	comment:unspec
pattern:faElal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:1	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: قهقه، طمأن، دحرج، سيطر	comment:unspec
pattern:faE~al	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:2	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: عظم، كرم، حطم، هدد	comment: transitive
pattern:faE~aY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:2	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:faE~al	examples: وفى، ربى	comment:unspec
pattern:fAEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:3	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: سامح، قاتل، شارك	comment: transitive
pattern:fAEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:3	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:fAEal	examples: بارى، جارى	comment: transitive
pattern:>afoEal	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:4	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: أطعم، ألبس، ألزم، أشرك	comment: transitive
pattern:>afAl	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:4	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:>afoEal	examples: أضاع، أبان، أشار، أجار	comment: transitive
pattern:>afoEaY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:4	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:>afoEal	examples: أبقى، أمضى	comment: transitive
pattern:tafaE~al	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:5	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:unspec	examples: تعلم، تخرج، تكسر، تميز	comment: reflexive or passive – intransitive
pattern:tafaE~aY	singularPattern:unspec	type:verbs_أوزان_الفعل	nType:unspec	vType:5	isBrokenPlural:unspec	hasBrokenPlural:unspec	hasFem:unspec	subOf:tafaE~al	examples: تربى، تردى، ترجى، تعدى	comment: reflexive or passive – intransitive
